"X.node","identifier","uniprot_id","id","protein_name","node_degree"
"RP20_CCG022918","7160.A0A182H6T8","A0A182H6T8","aalb:109425312","TOP1",1
"RP20_CCG023148","7160.A0A182H742","A0A182H742","aalb:109399742","A0A182H742",5
"RP20_CCG023214","7160.A0A182H786","A0A182H786","aalb:109404438","A0A182H786",0
"RP20_CCG023410","7160.A0A182H7I4","A0A182H7I4","aalb:109403279","A0A182H7I4",3
"RP20_CCG023467","7160.A0A023EID3","A0A023EID3","aalb:109418824","ARL1",9
"RP20_CCG023468","7160.A0A182H7L6","A0A182H7L6","aalb:109405808","POLD1",8
"RP20_CCG023738","7160.A0A182H811","A0A182H811","aalb:109417571","A0A182H811",0
"RP20_CCG023740","7160.A0A182H812","A0A182H812","aalb:115253592","MKLN1",1
"RP20_CCG023780","7160.A0A182H841","A0A182H841","aalb:109419076","A0A182H841",4
"RP20_CCG023812","7160.A0A182H856","A0A182H856","aalb:109404807","A0A182H856",0
"RP20_CCG023968","7160.A0A182H8E2","A0A182H8E2","aalb:109427885","A0A182H8E2",1
"RP20_CCG024020","7160.A0A182H8F6","A0A182H8F6","aalb:115259959","A0A182H8F6",0
"RP20_CCG024021","7160.A0A182H8F7","A0A182H8F7","aalb:109422259","A0A182H8F7",0
"RP20_CCG024102","7160.A0A182H8J7","A0A182H8J7","aalb:109409560","A0A182H8J7",2
"RP20_CCG024168","7160.A0A182H8M9","A0A182H8M9","aalb:109404142","A0A182H8M9",0
"RP20_CCG024306","7160.A0A182H8W0","A0A182H8W0","aalb:109421066","A0A182H8W0",0
"RP20_CCG024488","7160.A0A182H958","A0A182H958","aalb:109414693","A0A182H958",1
"RP20_CCG024530","7160.A0A182H991","A0A182H991","aalb:109430327","A0A182H991",2
"RP20_CCG024561","7160.A0A182H9A7","A0A182H9A7","aalb:109408050","PPP4R1",4
"RP20_CCG024597","7160.A0A182H9C6","A0A182H9C6","aalb:109431120","A0A182H9C6",7
"RP20_CCG024773","7160.A0A182H9L9","A0A182H9L9","aalb:109408773","A0A182H9L9",0
"RP20_CCG024828","7160.A0A182H9P7","A0A182H9P7","aalb:109406270","QARS",11
"RP20_CCG024857","7160.A0A182H9R2","A0A182H9R2","aalb:109399518","A0A182H9R2",1
"RP20_CCG024906","7160.A0A182H9T9","A0A182H9T9","aalb:115270309","A0A182H9T9",0
"RP20_CCG025029","7160.A0A182HA07","A0A182HA07","aalb:115254467","A0A182HA07",4
"RP20_CCG025049","7160.A0A182HA21","A0A182HA21","aalb:115267257","SLC35C2",2
"RP20_CCG025159","7160.A0A182HA79","A0A182HA79","aalb:109622534","ZSWIM6",0
"RP20_CCG025203","7160.A0A182HAA6","A0A182HAA6","aalb:109426418","A0A182HAA6",0
"RP20_CCG025206","7160.A0A182HAA9","A0A182HAA9","aalb:109405769","A0A182HAA9",0
"RP20_CCG025297","7160.A0A182HAG7","A0A182HAG7","aalb:109623088","A0A182HAG7",0
"RP20_CCG025470","7160.A0A182HAS2","A0A182HAS2","aalb:109402210","efa-6",0
"RP20_CCG025481","7160.A0A182HAT0","A0A182HAT0","aalb:109414654","SECISBP2L",2
"RP20_CCG025490","7160.A0A182HAT9","A0A182HAT9","aalb:109622069","A0A182HAT9",0
"RP20_CCG025494","7160.A0A023EPY3","A0A023EPY3","aalb:109413713","GAPDH",17
"RP20_CCG025658","7160.A0A182HB25","A0A182HB25","aalb:109401447","A0A182HB25",0
"RP20_CCG025714","7160.A0A182HB57","A0A182HB57","aalb:109411870","HSP90AB1",10
"RP20_CCG025782","7160.A0A182HB86","A0A182HB86","aalb:109428533","A0A182HB86",3
"RP20_CCG025859","7160.A0A182HBD0","A0A182HBD0","aalb:109429897","A0A182HBD0",9
"RP20_CCG026212","7160.A0A182HBY3","A0A182HBY3","aalb:109406326","A0A182HBY3",1
"RP20_CCG026368","7160.A0A182HC61","A0A182HC61","aalb:109401421","A0A182HC61",4
"RP20_CCG026396","7160.A0A182HC72","A0A182HC72","aalb:115258768","A0A182HC72",0
"RP20_CCG026399","7160.A0A023EJK9","A0A023EJK9","aga:4577653","RAB6B",9
"RP20_CCG026423","7160.A0A182HC86","A0A182HC86","aalb:109397805","MYC",2
"RP20_CCG026525","7160.A0A182HCF0","A0A182HCF0","aalb:109418259","ZC3H12C",0
"RP20_CCG026764","7160.A0A182HCT5","A0A182HCT5","aalb:109415698","PLEKHA5",1
"RP20_CCG026959","7160.A0A023EMA3","A0A023EMA3","aalb:109414601","DNAJC8",0
"RP20_CCG026969","7160.A0A023ECJ9","A0A023ECJ9","aalb:109418544","HIGD1C",0
"RP20_CCG027041","7160.A0A182HD84","A0A182HD84","aalb:109425994","BAG2",3
"RP20_CCG027115","7160.A0A182HDC1","A0A182HDC1","aalb:109419129","hrg",9
"RP20_CCG027144","7160.A0A182HDE5","A0A182HDE5","aalb:109406055","A0A182HDE5",0
"RP20_CCG027168","7160.A0A182HDF6","A0A182HDF6","aalb:109426814","A0A182HDF6",0
"RP20_CCG027188","7160.A0A182HDG6","A0A182HDG6","aalb:109400979","PATL1",1
"RP20_CCG027221","7160.A0A182HDI3","A0A182HDI3","aalb:109622110","A0A182HDI3",0
"RP20_CCG027349","7160.A0A182HDN9","A0A182HDN9","aalb:109422323","A0A182HDN9",0
"RP20_CCG027379","7160.A0A182HDP9","A0A182HDP9","aalb:109416260","A0A182HDP9",1
"RP20_CCG027396","7160.A0A182HDQ7","A0A182HDQ7","aalb:109426484","O-fut1",1
"RP20_CCG027547","7160.A0A182HDY6","A0A182HDY6","aalb:109621277","A0A182HDY6",0
"RP20_CCG027634","7160.A0A182HE32","A0A182HE32","aalb:109399720","A0A182HE32",0
"RP20_CCG027635","7160.A0A182HE33","A0A182HE33","aalb:109402036","TROVE2",0
"RP20_CCG027730","7160.A0A182HE94","A0A182HE94","aalb:109430176","EIF4G3",0
"RP20_CCG027786","7160.A0A182HEB8","A0A182HEB8","aalb:109402790","GATA4",1
"RP20_CCG027878","7160.A0A182HEH2","A0A182HEH2","aalb:109432638","A0A182HEH2",1
"RP20_CCG027949","7160.A0A182HEJ7","A0A182HEJ7","aalb:109404937","A0A182HEJ7",0
"RP20_CCG028035","7160.A0A182HEN7","A0A182HEN7","aalb:109409153","A0A182HEN7",4
"RP20_CCG028043","7160.A0A182HEP5","A0A182HEP5","aalb:109397123","A0A182HEP5",5
"RP20_CCG028119","7160.A0A182HET5","A0A182HET5","aalb:115253597","A0A182HET5",0
"RP20_CCG028127","7160.A0A182HET8","A0A182HET8","aalb:109622269","A0A182HET8",0
"RP20_CCG028181","7160.A0A182HEW6","A0A182HEW6","aalb:109430264","UBE2O",3
"RP20_CCG028366","7160.A0A182H4D2","A0A182H4D2","aalb:109412354","brat",0
"RP20_CCG028395","7160.A0A023EMK8","A0A023EMK8","aalb:109429555","A0A023EMK8",0
"RP20_CCG028433","7160.A0A182HFA2","A0A182HFA2","aalb:109427441","A0A182HFA2",0
"RP20_CCG028516","7160.A0A182HFD9","A0A182HFD9","aalb:109419338","FAM20A",0
"RP20_CCG028645","7160.A0A023ETF7","A0A023ETF7","aalb:109408461","FAM20A",0
