"uniprot_id","mirna/enriched_term"
"Q16L96","Anatomical structure morphogenesis"
"Q16LX7","aae-mir-34-5p"
"Q16LX7","Anatomical structure morphogenesis"
"Q16N83","aae-mir-34-5p"
"Q16N83","Anatomical structure morphogenesis"
"Q16N85","aae-mir-34-5p"
"Q16N85","Anatomical structure morphogenesis"
"Q16PP6","aae-mir-34-5p"
"Q16PP6","Anatomical structure morphogenesis"
"Q16PT5","aae-mir-34-5p"
"Q16PT5","Anatomical structure morphogenesis"
"Q16R23","aae-mir-34-5p"
"Q16R23","Anatomical structure morphogenesis"
"Q16R65","aae-mir-34-5p"
"Q16R65","Anatomical structure morphogenesis"
"Q16RM1","aae-mir-34-5p"
"Q16RM1","Anatomical structure morphogenesis"
"Q16RU6","aae-mir-34-5p"
"Q16RU6","Anatomical structure morphogenesis"
"Q16S36","aae-mir-34-5p"
"Q16S36","Anatomical structure morphogenesis"
"Q16SB0","aae-mir-34-5p"
"Q16SB0","Anatomical structure morphogenesis"
"Q16SL7","aae-mir-34-5p"
"Q16SL7","Anatomical structure morphogenesis"
"Q16TM2","aae-mir-34-5p"
"Q16TM2","Anatomical structure morphogenesis"
"Q16U10","aae-mir-34-5p"
"Q16U10","Anatomical structure morphogenesis"
"Q16U87","aae-mir-34-5p"
"Q16U87","Anatomical structure morphogenesis"
"Q16W03","aae-mir-34-5p"
"Q16W03","Anatomical structure morphogenesis"
"Q16WF1","aae-mir-34-5p"
"Q16WF1","Anatomical structure morphogenesis"
"Q16WM1","aae-mir-34-5p"
"Q16WM1","Anatomical structure morphogenesis"
"Q16XT3","aae-mir-34-5p"
"Q16XT3","Anatomical structure morphogenesis"
"Q16YG3","aae-mir-34-5p"
"Q16YG3","Anatomical structure morphogenesis"
"Q16YG8","aae-mir-34-5p"
"Q16YG8","Anatomical structure morphogenesis"
"Q16YZ8","aae-mir-34-5p"
"Q16YZ8","Anatomical structure morphogenesis"
"Q16YZ9","aae-mir-34-5p"
"Q16YZ9","Anatomical structure morphogenesis"
"Q16ZB6","aae-mir-34-5p"
"Q16ZB6","Anatomical structure morphogenesis"
"Q170K4","aae-mir-34-5p"
"Q170K4","Anatomical structure morphogenesis"
"Q170K8","aae-mir-34-5p"
"Q170K8","Anatomical structure morphogenesis"
"Q170V1","aae-mir-34-5p"
"Q170V1","Anatomical structure morphogenesis"
"Q172L3","aae-mir-34-5p"
"Q172L3","Anatomical structure morphogenesis"
"Q173B0","aae-mir-34-5p"
"Q173B0","Anatomical structure morphogenesis"
"Q174W8","aae-mir-34-5p"
"Q174W8","Anatomical structure morphogenesis"
"Q177R3","aae-mir-34-5p"
"Q177R3","Anatomical structure morphogenesis"
"Q178N5","aae-mir-34-5p"
"Q178N5","Anatomical structure morphogenesis"
"Q178X8","aae-mir-34-5p"
"Q178X8","Anatomical structure morphogenesis"
"Q17BY7","aae-mir-34-5p"
"Q17BY7","Anatomical structure morphogenesis"
"Q17C39","aae-mir-34-5p"
"Q17C39","Anatomical structure morphogenesis"
"Q17C93","aae-mir-34-5p"
"Q17C93","Anatomical structure morphogenesis"
"Q17D24","aae-mir-34-5p"
"Q17D24","Anatomical structure morphogenesis"
"Q17DL2","aae-mir-34-5p"
"Q17DL2","Anatomical structure morphogenesis"
"Q17E44","aae-mir-34-5p"
"Q17E44","Anatomical structure morphogenesis"
"Q17F07","aae-mir-34-5p"
"Q17F07","Anatomical structure morphogenesis"
"Q17F08","aae-mir-34-5p"
"Q17F08","Anatomical structure morphogenesis"
"Q17G69","aae-mir-34-5p"
"Q17G69","Anatomical structure morphogenesis"
"Q17GP3","aae-mir-34-5p"
"Q17GP3","Anatomical structure morphogenesis"
"Q17HS6","aae-mir-34-5p"
"Q17HS6","Anatomical structure morphogenesis"
"Q17I67","aae-mir-34-5p"
"Q17I67","Anatomical structure morphogenesis"
"Q17IK5","aae-mir-34-5p"
"Q17IK5","Anatomical structure morphogenesis"
"Q17J33","aae-mir-34-5p"
"Q17J33","Anatomical structure morphogenesis"
"Q17K67","aae-mir-34-5p"
"Q17K67","Anatomical structure morphogenesis"
"Q17K68","aae-mir-34-5p"
"Q17K68","Anatomical structure morphogenesis"
"Q17KU1","aae-mir-34-5p"
"Q17KU1","Anatomical structure morphogenesis"
"Q17LA6","aae-mir-34-5p"
"Q17LA6","Anatomical structure morphogenesis"
"Q17MT6","aae-mir-34-5p"
"Q17MT6","Anatomical structure morphogenesis"
"Q17MX1","aae-mir-34-5p"
"Q17MX1","Anatomical structure morphogenesis"
"Q17MX6","aae-mir-34-5p"
"Q17MX6","Anatomical structure morphogenesis"
"Q17MX7","aae-mir-34-5p"
"Q17MX7","Anatomical structure morphogenesis"
"Q17N01","aae-mir-34-5p"
"Q17N01","Anatomical structure morphogenesis"
"Q17NC1","aae-mir-34-5p"
"Q17NC1","Anatomical structure morphogenesis"
"Q17NE5","aae-mir-34-5p"
"Q17NE5","Anatomical structure morphogenesis"
"Q17NJ1","aae-mir-34-5p"
"Q17NJ1","Anatomical structure morphogenesis"
"Q17NP6","aae-mir-34-5p"
"Q17NP6","Anatomical structure morphogenesis"
"Q17P09","aae-mir-34-5p"
"Q17P09","Anatomical structure morphogenesis"
"Q17PG3","aae-mir-34-5p"
"Q17PG3","Anatomical structure morphogenesis"
"Q17PT9","aae-mir-34-5p"
"Q17PT9","Anatomical structure morphogenesis"
"Q0IG29","aae-mir-34-5p"
"Q0IG29","Neuron differentiation"
"Q16FK4","aae-mir-34-5p"
"Q16FK4","Neuron differentiation"
"Q16GL8","aae-mir-34-5p"
"Q16GL8","Neuron differentiation"
"Q16I15","aae-mir-34-5p"
"Q16I15","Neuron differentiation"
"Q16I88","aae-mir-34-5p"
"Q16I88","Neuron differentiation"
"Q16IN4","aae-mir-34-5p"
"Q16IN4","Neuron differentiation"
"Q16L96","aae-mir-34-5p"
"Q16L96","Neuron differentiation"
"Q16LX7","aae-mir-34-5p"
"Q16LX7","Neuron differentiation"
"Q16N85","aae-mir-34-5p"
"Q16N85","Neuron differentiation"
"Q16PP6","aae-mir-34-5p"
"Q16PP6","Neuron differentiation"
"Q16R23","aae-mir-34-5p"
"Q16R23","Neuron differentiation"
"Q16R65","aae-mir-34-5p"
"Q16R65","Neuron differentiation"
"Q16RU6","aae-mir-34-5p"
"Q16RU6","Neuron differentiation"
"Q16SB0","aae-mir-34-5p"
"Q16SB0","Neuron differentiation"
"Q16W03","aae-mir-34-5p"
"Q16W03","Neuron differentiation"
"Q16WF1","aae-mir-34-5p"
"Q16WF1","Neuron differentiation"
"Q16WM1","aae-mir-34-5p"
"Q16WM1","Neuron differentiation"
"Q16XT3","aae-mir-34-5p"
"Q16XT3","Neuron differentiation"
"Q16YG3","aae-mir-34-5p"
"Q16YG3","Neuron differentiation"
"Q16YG8","aae-mir-34-5p"
"Q16YG8","Neuron differentiation"
"Q16YZ8","aae-mir-34-5p"
"Q16YZ8","Neuron differentiation"
"Q16YZ9","aae-mir-34-5p"
"Q16YZ9","Neuron differentiation"
"Q170K4","aae-mir-34-5p"
"Q170K4","Neuron differentiation"
"Q170K8","aae-mir-34-5p"
"Q170K8","Neuron differentiation"
"Q171J8","aae-mir-34-5p"
"Q171J8","Neuron differentiation"
"Q172L3","aae-mir-34-5p"
"Q172L3","Neuron differentiation"
"Q174K3","aae-mir-34-5p"
"Q174K3","Neuron differentiation"
"Q174W8","aae-mir-34-5p"
"Q174W8","Neuron differentiation"
"Q177R3","aae-mir-34-5p"
"Q177R3","Neuron differentiation"
"Q17BY7","aae-mir-34-5p"
"Q17BY7","Neuron differentiation"
"Q17C29","aae-mir-34-5p"
"Q17C29","Neuron differentiation"
"Q17C39","aae-mir-34-5p"
"Q17C39","Neuron differentiation"
"Q17C93","aae-mir-34-5p"
"Q17C93","Neuron differentiation"
"Q17E44","aae-mir-34-5p"
"Q17E44","Neuron differentiation"
"Q17EB3","aae-mir-34-5p"
"Q17EB3","Neuron differentiation"
"Q17F07","aae-mir-34-5p"
"Q17F07","Neuron differentiation"
"Q17F08","aae-mir-34-5p"
"Q17F08","Neuron differentiation"
"Q17F71","aae-mir-34-5p"
"Q17F71","Neuron differentiation"
"Q17GP3","aae-mir-34-5p"
"Q17GP3","Neuron differentiation"
"Q17HS6","aae-mir-34-5p"
"Q17HS6","Neuron differentiation"
"Q17I67","aae-mir-34-5p"
"Q17I67","Neuron differentiation"
"Q17MT6","aae-mir-34-5p"
"Q17MT6","Neuron differentiation"
"Q17MX1","aae-mir-34-5p"
"Q17MX1","Neuron differentiation"
"Q17MX6","aae-mir-34-5p"
"Q17MX6","Neuron differentiation"
"Q17MX7","aae-mir-34-5p"
"Q17MX7","Neuron differentiation"
"Q17N01","aae-mir-34-5p"
"Q17N01","Neuron differentiation"
"Q17NC1","aae-mir-34-5p"
"Q17NC1","Neuron differentiation"
"Q17NJ1","aae-mir-34-5p"
"Q17NJ1","Neuron differentiation"
"Q17NP6","aae-mir-34-5p"
"Q17NP6","Neuron differentiation"
"Q17PG3","aae-mir-34-5p"
"Q17PG3","Neuron differentiation"
"Q17PT9","aae-mir-34-5p"
"Q17PT9","Neuron differentiation"
"J9EAF0","aae-mir-34-5p"
"J9EAF0","Negative regulation of biological process"
"J9EBD1","aae-mir-34-5p"
"J9EBD1","Negative regulation of biological process"
"Q0C7A8","aae-mir-34-5p"
"Q0C7A8","Negative regulation of biological process"
"Q0C7B1","aae-mir-34-5p"
"Q0C7B1","Negative regulation of biological process"
"Q0IEV0","aae-mir-34-5p"
"Q0IEV0","Negative regulation of biological process"
"Q0IG29","aae-mir-34-5p"
"Q0IG29","Negative regulation of biological process"
"Q16EM3","aae-mir-34-5p"
"Q16EM3","Negative regulation of biological process"
"Q16F46","aae-mir-34-5p"
"Q16F46","Negative regulation of biological process"
"Q16HG5","aae-mir-34-5p"
"Q16HG5","Negative regulation of biological process"
"Q16HK0","aae-mir-34-5p"
"Q16HK0","Negative regulation of biological process"
"Q16I15","aae-mir-34-5p"
"Q16I15","Negative regulation of biological process"
"Q16I75","aae-mir-34-5p"
"Q16I75","Negative regulation of biological process"
"Q16IN4","aae-mir-34-5p"
"Q16IN4","Negative regulation of biological process"
"Q16IY0","aae-mir-34-5p"
"Q16IY0","Negative regulation of biological process"
"Q16KA6","aae-mir-34-5p"
"Q16KA6","Negative regulation of biological process"
"Q16L96","aae-mir-34-5p"
"Q16L96","Negative regulation of biological process"
"Q16LB3","aae-mir-34-5p"
"Q16LB3","Negative regulation of biological process"
"Q16MG8","aae-mir-34-5p"
"Q16MG8","Negative regulation of biological process"
"Q16MK6","aae-mir-34-5p"
"Q16MK6","Negative regulation of biological process"
"Q16MM1","aae-mir-34-5p"
"Q16MM1","Negative regulation of biological process"
"Q16N83","aae-mir-34-5p"
"Q16N83","Negative regulation of biological process"
"Q16NB0","aae-mir-34-5p"
"Q16NB0","Negative regulation of biological process"
"Q16PP6","aae-mir-34-5p"
"Q16PP6","Negative regulation of biological process"
"Q16R65","aae-mir-34-5p"
"Q16R65","Negative regulation of biological process"
"Q16RM1","aae-mir-34-5p"
"Q16RM1","Negative regulation of biological process"
"Q16S36","aae-mir-34-5p"
"Q16S36","Negative regulation of biological process"
"Q16U30","aae-mir-34-5p"
"Q16U30","Negative regulation of biological process"
"Q16U41","aae-mir-34-5p"
"Q16U41","Negative regulation of biological process"
"Q16VZ3","aae-mir-34-5p"
"Q16VZ3","Negative regulation of biological process"
"Q16W03","aae-mir-34-5p"
"Q16W03","Negative regulation of biological process"
"Q16WU6","aae-mir-34-5p"
"Q16WU6","Negative regulation of biological process"
"Q16X87","aae-mir-34-5p"
"Q16X87","Negative regulation of biological process"
"Q16XT3","aae-mir-34-5p"
"Q16XT3","Negative regulation of biological process"
"Q16XT5","aae-mir-34-5p"
"Q16XT5","Negative regulation of biological process"
"Q16YZ8","aae-mir-34-5p"
"Q16YZ8","Negative regulation of biological process"
"Q16YZ9","aae-mir-34-5p"
"Q16YZ9","Negative regulation of biological process"
"Q16Z01","aae-mir-34-5p"
"Q16Z01","Negative regulation of biological process"
"Q170K8","aae-mir-34-5p"
"Q170K8","Negative regulation of biological process"
"Q170V1","aae-mir-34-5p"
"Q170V1","Negative regulation of biological process"
"Q171J8","aae-mir-34-5p"
"Q171J8","Negative regulation of biological process"
"Q174C4","aae-mir-34-5p"
"Q174C4","Negative regulation of biological process"
"Q174S1","aae-mir-34-5p"
"Q174S1","Negative regulation of biological process"
"Q175B9","aae-mir-34-5p"
"Q175B9","Negative regulation of biological process"
"Q176B9","aae-mir-34-5p"
"Q176B9","Negative regulation of biological process"
"Q176R2","aae-mir-34-5p"
"Q176R2","Negative regulation of biological process"
"Q177R3","aae-mir-34-5p"
"Q177R3","Negative regulation of biological process"
"Q178K1","aae-mir-34-5p"
"Q178K1","Negative regulation of biological process"
"Q178N5","aae-mir-34-5p"
"Q178N5","Negative regulation of biological process"
"Q179A9","aae-mir-34-5p"
"Q179A9","Negative regulation of biological process"
"Q179X5","aae-mir-34-5p"
"Q179X5","Negative regulation of biological process"
"Q17BY7","aae-mir-34-5p"
"Q17BY7","Negative regulation of biological process"
"Q17C29","aae-mir-34-5p"
"Q17C29","Negative regulation of biological process"
"Q17C93","aae-mir-34-5p"
"Q17C93","Negative regulation of biological process"
"Q17D24","aae-mir-34-5p"
"Q17D24","Negative regulation of biological process"
"Q17DB6","aae-mir-34-5p"
"Q17DB6","Negative regulation of biological process"
"Q17DL2","aae-mir-34-5p"
"Q17DL2","Negative regulation of biological process"
"Q17E15","aae-mir-34-5p"
"Q17E15","Negative regulation of biological process"
"Q17E44","aae-mir-34-5p"
"Q17E44","Negative regulation of biological process"
"Q17EB3","aae-mir-34-5p"
"Q17EB3","Negative regulation of biological process"
"Q17EP1","aae-mir-34-5p"
"Q17EP1","Negative regulation of biological process"
"Q17FE8","aae-mir-34-5p"
"Q17FE8","Negative regulation of biological process"
"Q17FE9","aae-mir-34-5p"
"Q17FE9","Negative regulation of biological process"
"Q17FU6","aae-mir-34-5p"
"Q17FU6","Negative regulation of biological process"
"Q17FU7","aae-mir-34-5p"
"Q17FU7","Negative regulation of biological process"
"Q17G69","aae-mir-34-5p"
"Q17G69","Negative regulation of biological process"
"Q17I67","aae-mir-34-5p"
"Q17I67","Negative regulation of biological process"
"Q17IC7","aae-mir-34-5p"
"Q17IC7","Negative regulation of biological process"
"Q17IL0","aae-mir-34-5p"
"Q17IL0","Negative regulation of biological process"
"Q17IM8","aae-mir-34-5p"
"Q17IM8","Negative regulation of biological process"
"Q17K67","aae-mir-34-5p"
"Q17K67","Negative regulation of biological process"
"Q17K68","aae-mir-34-5p"
"Q17K68","Negative regulation of biological process"
"Q17L66","aae-mir-34-5p"
"Q17L66","Negative regulation of biological process"
"Q17L67","aae-mir-34-5p"
"Q17L67","Negative regulation of biological process"
"Q17M41","aae-mir-34-5p"
"Q17M41","Negative regulation of biological process"
"Q17MT6","aae-mir-34-5p"
"Q17MT6","Negative regulation of biological process"
"Q17MX6","aae-mir-34-5p"
"Q17MX6","Negative regulation of biological process"
"Q17MX7","aae-mir-34-5p"
"Q17MX7","Negative regulation of biological process"
"Q17NC1","aae-mir-34-5p"
"Q17NC1","Negative regulation of biological process"
"Q17NG8","aae-mir-34-5p"
"Q17NG8","Negative regulation of biological process"
"Q17NT7","aae-mir-34-5p"
"Q17NT7","Negative regulation of biological process"
"Q1HR69","aae-mir-34-5p"
"Q1HR69","Negative regulation of biological process"
"Q1HRV7","aae-mir-34-5p"
"Q1HRV7","Negative regulation of biological process"
"Q0IG29","aae-mir-34-5p"
"Q0IG29","Neuron development"
"Q16FK4","aae-mir-34-5p"
"Q16FK4","Neuron development"
"Q16GL8","aae-mir-34-5p"
"Q16GL8","Neuron development"
"Q16I15","aae-mir-34-5p"
"Q16I15","Neuron development"
"Q16I88","aae-mir-34-5p"
"Q16I88","Neuron development"
"Q16IN4","aae-mir-34-5p"
"Q16IN4","Neuron development"
"Q16L96","aae-mir-34-5p"
"Q16L96","Neuron development"
"Q16LX7","aae-mir-34-5p"
"Q16LX7","Neuron development"
"Q16N85","aae-mir-34-5p"
"Q16N85","Neuron development"
"Q16PP6","aae-mir-34-5p"
"Q16PP6","Neuron development"
"Q16R23","aae-mir-34-5p"
"Q16R23","Neuron development"
"Q16R65","aae-mir-34-5p"
"Q16R65","Neuron development"
"Q16RU6","aae-mir-34-5p"
"Q16RU6","Neuron development"
"Q16SB0","aae-mir-34-5p"
"Q16SB0","Neuron development"
"Q16WF1","aae-mir-34-5p"
"Q16WF1","Neuron development"
"Q16WM1","aae-mir-34-5p"
"Q16WM1","Neuron development"
"Q16XT3","aae-mir-34-5p"
"Q16XT3","Neuron development"
"Q16YG3","aae-mir-34-5p"
"Q16YG3","Neuron development"
"Q16YG8","aae-mir-34-5p"
"Q16YG8","Neuron development"
"Q16YZ8","aae-mir-34-5p"
"Q16YZ8","Neuron development"
"Q16YZ9","aae-mir-34-5p"
"Q16YZ9","Neuron development"
"Q170K8","aae-mir-34-5p"
"Q170K8","Neuron development"
"Q171J8","aae-mir-34-5p"
"Q171J8","Neuron development"
"Q172L3","aae-mir-34-5p"
"Q172L3","Neuron development"
"Q174K3","aae-mir-34-5p"
"Q174K3","Neuron development"
"Q174W8","aae-mir-34-5p"
"Q174W8","Neuron development"
"Q17BY7","aae-mir-34-5p"
"Q17BY7","Neuron development"
"Q17C29","aae-mir-34-5p"
"Q17C29","Neuron development"
"Q17C39","aae-mir-34-5p"
"Q17C39","Neuron development"
"Q17EB3","aae-mir-34-5p"
"Q17EB3","Neuron development"
"Q17F07","aae-mir-34-5p"
"Q17F07","Neuron development"
"Q17F08","aae-mir-34-5p"
"Q17F08","Neuron development"
"Q17GP3","aae-mir-34-5p"
"Q17GP3","Neuron development"
"Q17HS6","aae-mir-34-5p"
"Q17HS6","Neuron development"
"Q17I67","aae-mir-34-5p"
"Q17I67","Neuron development"
"Q17MT6","aae-mir-34-5p"
"Q17MT6","Neuron development"
"Q17MX1","aae-mir-34-5p"
"Q17MX1","Neuron development"
"Q17MX6","aae-mir-34-5p"
"Q17MX6","Neuron development"
"Q17MX7","aae-mir-34-5p"
"Q17MX7","Neuron development"
"Q17N01","aae-mir-34-5p"
"Q17N01","Neuron development"
"Q17NJ1","aae-mir-34-5p"
"Q17NJ1","Neuron development"
"Q17NP6","aae-mir-34-5p"
"Q17NP6","Neuron development"
"Q17PG3","aae-mir-34-5p"
"Q17PG3","Neuron development"
"Q17PT9","aae-mir-34-5p"
"Q17PT9","Neuron development"
"J9EAF0","aae-mir-34-5p"
"J9EAF0","Biological regulation"
"J9EAN8","aae-mir-34-5p"
"J9EAN8","Biological regulation"
"J9EBD1","aae-mir-34-5p"
"J9EBD1","Biological regulation"
"J9HFE1","aae-mir-34-5p"
"J9HFE1","Biological regulation"
"J9HTV7","aae-mir-34-5p"
"J9HTV7","Biological regulation"
"J9HYQ9","aae-mir-34-5p"
"J9HYQ9","Biological regulation"
"Q0C745","aae-mir-34-5p"
"Q0C745","Biological regulation"
"Q0C7A8","aae-mir-34-5p"
"Q0C7A8","Biological regulation"
"Q0C7B1","aae-mir-34-5p"
"Q0C7B1","Biological regulation"
"Q0IEP7","aae-mir-34-5p"
"Q0IEP7","Biological regulation"
"Q0IEV0","aae-mir-34-5p"
"Q0IEV0","Biological regulation"
"Q0IF14","aae-mir-34-5p"
"Q0IF14","Biological regulation"
"Q0IG29","aae-mir-34-5p"
"Q0IG29","Biological regulation"
"Q0IGF7","aae-mir-34-5p"
"Q0IGF7","Biological regulation"
"Q16EE7","aae-mir-34-5p"
"Q16EE7","Biological regulation"
"Q16EM3","aae-mir-34-5p"
"Q16EM3","Biological regulation"
"Q16F46","aae-mir-34-5p"
"Q16F46","Biological regulation"
"Q16G14","aae-mir-34-5p"
"Q16G14","Biological regulation"
"Q16G89","aae-mir-34-5p"
"Q16G89","Biological regulation"
"Q16GL8","aae-mir-34-5p"
"Q16GL8","Biological regulation"
"Q16HG5","aae-mir-34-5p"
"Q16HG5","Biological regulation"
"Q16HK0","aae-mir-34-5p"
"Q16HK0","Biological regulation"
"Q16I15","aae-mir-34-5p"
"Q16I15","Biological regulation"
"Q16I75","aae-mir-34-5p"
"Q16I75","Biological regulation"
"Q16II4","aae-mir-34-5p"
"Q16II4","Biological regulation"
"Q16II5","aae-mir-34-5p"
"Q16II5","Biological regulation"
"Q16IN4","aae-mir-34-5p"
"Q16IN4","Biological regulation"
"Q16IW8","aae-mir-34-5p"
"Q16IW8","Biological regulation"
"Q16IY0","aae-mir-34-5p"
"Q16IY0","Biological regulation"
"Q16J72","aae-mir-34-5p"
"Q16J72","Biological regulation"
"Q16JQ4","aae-mir-34-5p"
"Q16JQ4","Biological regulation"
"Q16KA6","aae-mir-34-5p"
"Q16KA6","Biological regulation"
"Q16KH2","aae-mir-34-5p"
"Q16KH2","Biological regulation"
"Q16KQ8","aae-mir-34-5p"
"Q16KQ8","Biological regulation"
"Q16KQ9","aae-mir-34-5p"
"Q16KQ9","Biological regulation"
"Q16KR0","aae-mir-34-5p"
"Q16KR0","Biological regulation"
"Q16L96","aae-mir-34-5p"
"Q16L96","Biological regulation"
"Q16LB3","aae-mir-34-5p"
"Q16LB3","Biological regulation"
"Q16LI4","aae-mir-34-5p"
"Q16LI4","Biological regulation"
"Q16LK0","aae-mir-34-5p"
"Q16LK0","Biological regulation"
"Q16LK2","aae-mir-34-5p"
"Q16LK2","Biological regulation"
"Q16LS6","aae-mir-34-5p"
"Q16LS6","Biological regulation"
"Q16M84","aae-mir-34-5p"
"Q16M84","Biological regulation"
"Q16MG8","aae-mir-34-5p"
"Q16MG8","Biological regulation"
"Q16MK6","aae-mir-34-5p"
"Q16MK6","Biological regulation"
"Q16MM1","aae-mir-34-5p"
"Q16MM1","Biological regulation"
"Q16N83","aae-mir-34-5p"
"Q16N83","Biological regulation"
"Q16N85","aae-mir-34-5p"
"Q16N85","Biological regulation"
"Q16N99","aae-mir-34-5p"
"Q16N99","Biological regulation"
"Q16NB0","aae-mir-34-5p"
"Q16NB0","Biological regulation"
"Q16NC7","aae-mir-34-5p"
"Q16NC7","Biological regulation"
"Q16PA7","aae-mir-34-5p"
"Q16PA7","Biological regulation"
"Q16PG7","aae-mir-34-5p"
"Q16PG7","Biological regulation"
"Q16PP6","aae-mir-34-5p"
"Q16PP6","Biological regulation"
"Q16PT5","aae-mir-34-5p"
"Q16PT5","Biological regulation"
"Q16QH9","aae-mir-34-5p"
"Q16QH9","Biological regulation"
"Q16R65","aae-mir-34-5p"
"Q16R65","Biological regulation"
"Q16RM1","aae-mir-34-5p"
"Q16RM1","Biological regulation"
"Q16RU6","aae-mir-34-5p"
"Q16RU6","Biological regulation"
"Q16RY8","aae-mir-34-5p"
"Q16RY8","Biological regulation"
"Q16S36","aae-mir-34-5p"
"Q16S36","Biological regulation"
"Q16SB0","aae-mir-34-5p"
"Q16SB0","Biological regulation"
"Q16SL7","aae-mir-34-5p"
"Q16SL7","Biological regulation"
"Q16TD8","aae-mir-34-5p"
"Q16TD8","Biological regulation"
"Q16TT9","aae-mir-34-5p"
"Q16TT9","Biological regulation"
"Q16TV9","aae-mir-34-5p"
"Q16TV9","Biological regulation"
"Q16U10","aae-mir-34-5p"
"Q16U10","Biological regulation"
"Q16U30","aae-mir-34-5p"
"Q16U30","Biological regulation"
"Q16U41","aae-mir-34-5p"
"Q16U41","Biological regulation"
"Q16UD8","aae-mir-34-5p"
"Q16UD8","Biological regulation"
"Q16UK9","aae-mir-34-5p"
"Q16UK9","Biological regulation"
"Q16UU9","aae-mir-34-5p"
"Q16UU9","Biological regulation"
"Q16VA1","aae-mir-34-5p"
"Q16VA1","Biological regulation"
"Q16VM1","aae-mir-34-5p"
"Q16VM1","Biological regulation"
"Q16VZ3","aae-mir-34-5p"
"Q16VZ3","Biological regulation"
"Q16W03","aae-mir-34-5p"
"Q16W03","Biological regulation"
"Q16WA7","aae-mir-34-5p"
"Q16WA7","Biological regulation"
"Q16WM1","aae-mir-34-5p"
"Q16WM1","Biological regulation"
"Q16WU6","aae-mir-34-5p"
"Q16WU6","Biological regulation"
"Q16X87","aae-mir-34-5p"
"Q16X87","Biological regulation"
"Q16XT3","aae-mir-34-5p"
"Q16XT3","Biological regulation"
"Q16XT5","aae-mir-34-5p"
"Q16XT5","Biological regulation"
"Q16XY9","aae-mir-34-5p"
"Q16XY9","Biological regulation"
"Q16YG3","aae-mir-34-5p"
"Q16YG3","Biological regulation"
"Q16YG5","aae-mir-34-5p"
"Q16YG5","Biological regulation"
"Q16YG8","aae-mir-34-5p"
"Q16YG8","Biological regulation"
"Q16YK1","aae-mir-34-5p"
"Q16YK1","Biological regulation"
"Q16YK5","aae-mir-34-5p"
"Q16YK5","Biological regulation"
"Q16YV1","aae-mir-34-5p"
"Q16YV1","Biological regulation"
"Q16YZ8","aae-mir-34-5p"
"Q16YZ8","Biological regulation"
"Q16YZ9","aae-mir-34-5p"
"Q16YZ9","Biological regulation"
"Q16Z01","aae-mir-34-5p"
"Q16Z01","Biological regulation"
"Q16Z71","aae-mir-34-5p"
"Q16Z71","Biological regulation"
"Q16ZB6","aae-mir-34-5p"
"Q16ZB6","Biological regulation"
"Q170B1","aae-mir-34-5p"
"Q170B1","Biological regulation"
"Q170B3","aae-mir-34-5p"
"Q170B3","Biological regulation"
"Q170K4","aae-mir-34-5p"
"Q170K4","Biological regulation"
"Q170K8","aae-mir-34-5p"
"Q170K8","Biological regulation"
"Q170V1","aae-mir-34-5p"
"Q170V1","Biological regulation"
"Q171J8","aae-mir-34-5p"
"Q171J8","Biological regulation"
"Q172D9","aae-mir-34-5p"
"Q172D9","Biological regulation"
"Q172J7","aae-mir-34-5p"
"Q172J7","Biological regulation"
"Q173B0","aae-mir-34-5p"
"Q173B0","Biological regulation"
"Q174C4","aae-mir-34-5p"
"Q174C4","Biological regulation"
"Q174K3","aae-mir-34-5p"
"Q174K3","Biological regulation"
"Q174S1","aae-mir-34-5p"
"Q174S1","Biological regulation"
