"uniprot_id","mirna/enriched_term"
"Q16JG7","aae-mir-34-5p"
"Q16JG7","Cellular process"
"Q16JN7","aae-mir-34-5p"
"Q16JN7","Cellular process"
"Q16JQ4","aae-mir-34-5p"
"Q16JQ4","Cellular process"
"Q16KA6","aae-mir-34-5p"
"Q16KA6","Cellular process"
"Q16KH2","aae-mir-34-5p"
"Q16KH2","Cellular process"
"Q16L96","aae-mir-34-5p"
"Q16L96","Cellular process"
"Q16LB3","aae-mir-34-5p"
"Q16LB3","Cellular process"
"Q16LG8","aae-mir-34-5p"
"Q16LG8","Cellular process"
"Q16LI4","aae-mir-34-5p"
"Q16LI4","Cellular process"
"Q16LK0","aae-mir-34-5p"
"Q16LK0","Cellular process"
"Q16LK2","aae-mir-34-5p"
"Q16LK2","Cellular process"
"Q16LS6","aae-mir-34-5p"
"Q16LS6","Cellular process"
"Q16LX7","aae-mir-34-5p"
"Q16LX7","Cellular process"
"Q16M45","aae-mir-34-5p"
"Q16M45","Cellular process"
"Q16MJ6","aae-mir-34-5p"
"Q16MJ6","Cellular process"
"Q16MK4","aae-mir-34-5p"
"Q16MK4","Cellular process"
"Q16MK6","aae-mir-34-5p"
"Q16MK6","Cellular process"
"Q16MM1","aae-mir-34-5p"
"Q16MM1","Cellular process"
"Q16N83","aae-mir-34-5p"
"Q16N83","Cellular process"
"Q16N85","aae-mir-34-5p"
"Q16N85","Cellular process"
"Q16N99","aae-mir-34-5p"
"Q16N99","Cellular process"
"Q16NB0","aae-mir-34-5p"
"Q16NB0","Cellular process"
"Q16NC7","aae-mir-34-5p"
"Q16NC7","Cellular process"
"Q16ND4","aae-mir-34-5p"
"Q16ND4","Cellular process"
"Q16NP6","aae-mir-34-5p"
"Q16NP6","Cellular process"
"Q16P14","aae-mir-34-5p"
"Q16P14","Cellular process"
"Q16P38","aae-mir-34-5p"
"Q16P38","Cellular process"
"Q16PA7","aae-mir-34-5p"
"Q16PA7","Cellular process"
"Q16PG7","aae-mir-34-5p"
"Q16PG7","Cellular process"
"Q16PP6","aae-mir-34-5p"
"Q16PP6","Cellular process"
"Q16PT5","aae-mir-34-5p"
"Q16PT5","Cellular process"
"Q16QH9","aae-mir-34-5p"
"Q16QH9","Cellular process"
"Q16QJ6","aae-mir-34-5p"
"Q16QJ6","Cellular process"
"Q16R23","aae-mir-34-5p"
"Q16R23","Cellular process"
"Q16R65","aae-mir-34-5p"
"Q16R65","Cellular process"
"Q16RC6","aae-mir-34-5p"
"Q16RC6","Cellular process"
"Q16RK1","aae-mir-34-5p"
"Q16RK1","Cellular process"
"Q16RM1","aae-mir-34-5p"
"Q16RM1","Cellular process"
"Q16RN4","aae-mir-34-5p"
"Q16RN4","Cellular process"
"Q16RP7","aae-mir-34-5p"
"Q16RP7","Cellular process"
"Q16RU6","aae-mir-34-5p"
"Q16RU6","Cellular process"
"Q16RY8","aae-mir-34-5p"
"Q16RY8","Cellular process"
"Q16S36","aae-mir-34-5p"
"Q16S36","Cellular process"
"Q16S94","aae-mir-34-5p"
"Q16S94","Cellular process"
"Q16S95","aae-mir-34-5p"
"Q16S95","Cellular process"
"Q16SB0","aae-mir-34-5p"
"Q16SB0","Cellular process"
"Q16SB6","aae-mir-34-5p"
"Q16SB6","Cellular process"
"Q16SI7","aae-mir-34-5p"
"Q16SI7","Cellular process"
"Q16SL7","aae-mir-34-5p"
"Q16SL7","Cellular process"
"Q16T51","aae-mir-34-5p"
"Q16T51","Cellular process"
"Q16T61","aae-mir-34-5p"
"Q16T61","Cellular process"
"Q16TD8","aae-mir-34-5p"
"Q16TD8","Cellular process"
"Q16TM2","aae-mir-34-5p"
"Q16TM2","Cellular process"
"Q16TR7","aae-mir-34-5p"
"Q16TR7","Cellular process"
"Q16TV9","aae-mir-34-5p"
"Q16TV9","Cellular process"
"Q16U10","aae-mir-34-5p"
"Q16U10","Cellular process"
"Q16U41","aae-mir-34-5p"
"Q16U41","Cellular process"
"Q16U87","aae-mir-34-5p"
"Q16U87","Cellular process"
"Q16U90","aae-mir-34-5p"
"Q16U90","Cellular process"
"Q16UD8","aae-mir-34-5p"
"Q16UD8","Cellular process"
"Q16UG5","aae-mir-34-5p"
"Q16UG5","Cellular process"
"Q16UP5","aae-mir-34-5p"
"Q16UP5","Cellular process"
"Q16UU9","aae-mir-34-5p"
"Q16UU9","Cellular process"
"Q16VA1","aae-mir-34-5p"
"Q16VA1","Cellular process"
"Q16VA2","aae-mir-34-5p"
"Q16VA2","Cellular process"
"Q16VS2","aae-mir-34-5p"
"Q16VS2","Cellular process"
"Q16VZ3","aae-mir-34-5p"
"Q16VZ3","Cellular process"
"Q16W03","aae-mir-34-5p"
"Q16W03","Cellular process"
"Q16WA7","aae-mir-34-5p"
"Q16WA7","Cellular process"
"Q16WF1","aae-mir-34-5p"
"Q16WF1","Cellular process"
"Q16WM1","aae-mir-34-5p"
"Q16WM1","Cellular process"
"Q16WU6","aae-mir-34-5p"
"Q16WU6","Cellular process"
"Q16X87","aae-mir-34-5p"
"Q16X87","Cellular process"
"Q16XA3","aae-mir-34-5p"
"Q16XA3","Cellular process"
"Q16XT3","aae-mir-34-5p"
"Q16XT3","Cellular process"
"Q16YG3","aae-mir-34-5p"
"Q16YG3","Cellular process"
"Q16YG5","aae-mir-34-5p"
"Q16YG5","Cellular process"
"Q16YG8","aae-mir-34-5p"
"Q16YG8","Cellular process"
"Q16YK1","aae-mir-34-5p"
"Q16YK1","Cellular process"
"Q16YK5","aae-mir-34-5p"
"Q16YK5","Cellular process"
"Q16YM1","aae-mir-34-5p"
"Q16YM1","Cellular process"
"Q16YP6","aae-mir-34-5p"
"Q16YP6","Cellular process"
"Q16YZ8","aae-mir-34-5p"
"Q16YZ8","Cellular process"
"Q16YZ9","aae-mir-34-5p"
"Q16YZ9","Cellular process"
"Q16Z01","aae-mir-34-5p"
"Q16Z01","Cellular process"
"Q16Z71","aae-mir-34-5p"
"Q16Z71","Cellular process"
"Q16ZB6","aae-mir-34-5p"
"Q16ZB6","Cellular process"
"Q16ZN0","aae-mir-34-5p"
"Q16ZN0","Cellular process"
"Q170D7","aae-mir-34-5p"
"Q170D7","Cellular process"
"Q170K4","aae-mir-34-5p"
"Q170K4","Cellular process"
"Q170K8","aae-mir-34-5p"
"Q170K8","Cellular process"
"Q170K9","aae-mir-34-5p"
"Q170K9","Cellular process"
"Q170V1","aae-mir-34-5p"
"Q170V1","Cellular process"
"Q171J8","aae-mir-34-5p"
"Q171J8","Cellular process"
"Q171N7","aae-mir-34-5p"
"Q171N7","Cellular process"
"Q171Z5","aae-mir-34-5p"
"Q171Z5","Cellular process"
"Q172A6","aae-mir-34-5p"
"Q172A6","Cellular process"
"Q172J0","aae-mir-34-5p"
"Q172J0","Cellular process"
"Q172J7","aae-mir-34-5p"
"Q172J7","Cellular process"
"Q172K9","aae-mir-34-5p"
"Q172K9","Cellular process"
"Q172L3","aae-mir-34-5p"
"Q172L3","Cellular process"
"Q173U8","aae-mir-34-5p"
"Q173U8","Cellular process"
"Q174C4","aae-mir-34-5p"
"Q174C4","Cellular process"
"Q174H3","aae-mir-34-5p"
"Q174H3","Cellular process"
"Q174K3","aae-mir-34-5p"
"Q174K3","Cellular process"
"Q174R8","aae-mir-34-5p"
"Q174R8","Cellular process"
"Q174R9","aae-mir-34-5p"
"Q174R9","Cellular process"
"Q174S1","aae-mir-34-5p"
"Q174S1","Cellular process"
"Q174W8","aae-mir-34-5p"
"Q174W8","Cellular process"
"Q175B9","aae-mir-34-5p"
"Q175B9","Cellular process"
"Q175T8","aae-mir-34-5p"
"Q175T8","Cellular process"
"Q175T9","aae-mir-34-5p"
"Q175T9","Cellular process"
"Q176B9","aae-mir-34-5p"
"Q176B9","Cellular process"
"Q176R2","aae-mir-34-5p"
"Q176R2","Cellular process"
"Q176W7","aae-mir-34-5p"
"Q176W7","Cellular process"
"Q176Y4","aae-mir-34-5p"
"Q176Y4","Cellular process"
"Q177A9","aae-mir-34-5p"
"Q177A9","Cellular process"
"Q177R3","aae-mir-34-5p"
"Q177R3","Cellular process"
"Q178E9","aae-mir-34-5p"
"Q178E9","Cellular process"
"Q178K1","aae-mir-34-5p"
"Q178K1","Cellular process"
"Q178N5","aae-mir-34-5p"
"Q178N5","Cellular process"
"Q178U8","aae-mir-34-5p"
"Q178U8","Cellular process"
"Q178X8","aae-mir-34-5p"
"Q178X8","Cellular process"
"Q179A9","aae-mir-34-5p"
"Q179A9","Cellular process"
"Q179E9","aae-mir-34-5p"
"Q179E9","Cellular process"
"Q179N7","aae-mir-34-5p"
"Q179N7","Cellular process"
"Q179X5","aae-mir-34-5p"
"Q179X5","Cellular process"
"Q179Z3","aae-mir-34-5p"
"Q179Z3","Cellular process"
"Q17AC7","aae-mir-34-5p"
"Q17AC7","Cellular process"
"Q17AG5","aae-mir-34-5p"
"Q17AG5","Cellular process"
"Q17AJ3","aae-mir-34-5p"
"Q17AJ3","Cellular process"
"Q17AX2","aae-mir-34-5p"
"Q17AX2","Cellular process"
"Q17BE2","aae-mir-34-5p"
"Q17BE2","Cellular process"
"Q17BN5","aae-mir-34-5p"
"Q17BN5","Cellular process"
"Q17BY7","aae-mir-34-5p"
"Q17BY7","Cellular process"
"Q17C29","aae-mir-34-5p"
"Q17C29","Cellular process"
"Q17C39","aae-mir-34-5p"
"Q17C39","Cellular process"
"Q17C93","aae-mir-34-5p"
"Q17C93","Cellular process"
"Q17CG1","aae-mir-34-5p"
"Q17CG1","Cellular process"
"Q17CM5","aae-mir-34-5p"
"Q17CM5","Cellular process"
"Q17CP4","aae-mir-34-5p"
"Q17CP4","Cellular process"
"Q17CP5","aae-mir-34-5p"
"Q17CP5","Cellular process"
"Q17D24","aae-mir-34-5p"
"Q17D24","Cellular process"
"Q17DB6","aae-mir-34-5p"
"Q17DB6","Cellular process"
"Q17DL2","aae-mir-34-5p"
"Q17DL2","Cellular process"
"Q17E15","aae-mir-34-5p"
"Q17E15","Cellular process"
"Q17E44","aae-mir-34-5p"
"Q17E44","Cellular process"
"Q17EB3","aae-mir-34-5p"
"Q17EB3","Cellular process"
"Q17EP1","aae-mir-34-5p"
"Q17EP1","Cellular process"
"Q17ET2","aae-mir-34-5p"
"Q17ET2","Cellular process"
"Q17EZ8","aae-mir-34-5p"
"Q17EZ8","Cellular process"
"Q17F07","aae-mir-34-5p"
"Q17F07","Cellular process"
"Q17F08","aae-mir-34-5p"
"Q17F08","Cellular process"
"Q17F44","aae-mir-34-5p"
"Q17F44","Cellular process"
"Q17F71","aae-mir-34-5p"
"Q17F71","Cellular process"
"Q17FE8","aae-mir-34-5p"
"Q17FE8","Cellular process"
"Q17FE9","aae-mir-34-5p"
"Q17FE9","Cellular process"
"Q17FU6","aae-mir-34-5p"
"Q17FU6","Cellular process"
"Q17FU7","aae-mir-34-5p"
"Q17FU7","Cellular process"
"Q17FX3","aae-mir-34-5p"
"Q17FX3","Cellular process"
"Q17G69","aae-mir-34-5p"
"Q17G69","Cellular process"
"Q17G70","aae-mir-34-5p"
"Q17G70","Cellular process"
"Q17GF2","aae-mir-34-5p"
"Q17GF2","Cellular process"
"Q17GJ0","aae-mir-34-5p"
"Q17GJ0","Cellular process"
"Q17GP3","aae-mir-34-5p"
"Q17GP3","Cellular process"
"Q17GP4","aae-mir-34-5p"
"Q17GP4","Cellular process"
"Q17GX9","aae-mir-34-5p"
"Q17GX9","Cellular process"
"Q17H51","aae-mir-34-5p"
"Q17H51","Cellular process"
"Q17H75","aae-mir-34-5p"
"Q17H75","Cellular process"
"Q17HS6","aae-mir-34-5p"
"Q17HS6","Cellular process"
"Q17I67","aae-mir-34-5p"
"Q17I67","Cellular process"
"Q17IK5","aae-mir-34-5p"
"Q17IK5","Cellular process"
"Q17IL0","aae-mir-34-5p"
"Q17IL0","Cellular process"
"Q17IU2","aae-mir-34-5p"
"Q17IU2","Cellular process"
"Q17J05","aae-mir-34-5p"
"Q17J05","Cellular process"
"Q17J06","aae-mir-34-5p"
"Q17J06","Cellular process"
"Q17J24","aae-mir-34-5p"
"Q17J24","Cellular process"
"Q17J25","aae-mir-34-5p"
"Q17J25","Cellular process"
"Q17J26","aae-mir-34-5p"
"Q17J26","Cellular process"
"Q17J27","aae-mir-34-5p"
"Q17J27","Cellular process"
"Q17J33","aae-mir-34-5p"
"Q17J33","Cellular process"
"Q17JY3","aae-mir-34-5p"
"Q17JY3","Cellular process"
"Q17K23","aae-mir-34-5p"
"Q17K23","Cellular process"
"Q17K38","aae-mir-34-5p"
"Q17K38","Cellular process"
"Q17K93","aae-mir-34-5p"
"Q17K93","Cellular process"
"Q17KU1","aae-mir-34-5p"
"Q17KU1","Cellular process"
"Q17L66","aae-mir-34-5p"
"Q17L66","Cellular process"
"Q17L67","aae-mir-34-5p"
"Q17L67","Cellular process"
"Q17LI9","aae-mir-34-5p"
"Q17LI9","Cellular process"
"Q17LP8","aae-mir-34-5p"
"Q17LP8","Cellular process"
"Q17LV1","aae-mir-34-5p"
"Q17LV1","Cellular process"
"Q17MI1","aae-mir-34-5p"
"Q17MI1","Cellular process"
"Q17MT6","aae-mir-34-5p"
"Q17MT6","Cellular process"
"Q17MX1","aae-mir-34-5p"
"Q17MX1","Cellular process"
"Q17MX6","aae-mir-34-5p"
"Q17MX6","Cellular process"
"Q17MX7","aae-mir-34-5p"
"Q17MX7","Cellular process"
"Q17N01","aae-mir-34-5p"
"Q17N01","Cellular process"
"Q17N19","aae-mir-34-5p"
"Q17N19","Cellular process"
"Q17NC1","aae-mir-34-5p"
"Q17NC1","Cellular process"
"Q17NC4","aae-mir-34-5p"
"Q17NC4","Cellular process"
"Q17NE5","aae-mir-34-5p"
"Q17NE5","Cellular process"
"Q17NG1","aae-mir-34-5p"
"Q17NG1","Cellular process"
"Q17NG8","aae-mir-34-5p"
"Q17NG8","Cellular process"
"Q17NJ1","aae-mir-34-5p"
"Q17NJ1","Cellular process"
"Q17NM9","aae-mir-34-5p"
"Q17NM9","Cellular process"
"Q17NP6","aae-mir-34-5p"
"Q17NP6","Cellular process"
"Q17NT7","aae-mir-34-5p"
"Q17NT7","Cellular process"
"Q17NY9","aae-mir-34-5p"
"Q17NY9","Cellular process"
"Q17P09","aae-mir-34-5p"
"Q17P09","Cellular process"
"Q17PA7","aae-mir-34-5p"
"Q17PA7","Cellular process"
"Q17PG3","aae-mir-34-5p"
"Q17PG3","Cellular process"
"Q17PI9","aae-mir-34-5p"
"Q17PI9","Cellular process"
"Q17PN7","aae-mir-34-5p"
"Q17PN7","Cellular process"
"Q17PT9","aae-mir-34-5p"
"Q17PT9","Cellular process"
"Q17PU2","aae-mir-34-5p"
"Q17PU2","Cellular process"
"Q1HR69","aae-mir-34-5p"
"Q1HR69","Cellular process"
"Q1HR99","aae-mir-34-5p"
"Q1HR99","Cellular process"
"Q1HRI9","aae-mir-34-5p"
"Q1HRI9","Cellular process"
"Q1HRN7","aae-mir-34-5p"
"Q1HRN7","Cellular process"
"Q6QNY2","aae-mir-34-5p"
"Q6QNY2","Cellular process"
"J9HTV7","aae-mir-34-5p"
"J9HTV7","Tissue development"
"Q0C7B1","aae-mir-34-5p"
"Q0C7B1","Tissue development"
"Q16GK5","aae-mir-34-5p"
"Q16GK5","Tissue development"
"Q16HK0","aae-mir-34-5p"
"Q16HK0","Tissue development"
"Q16I15","aae-mir-34-5p"
"Q16I15","Tissue development"
"Q16IN4","aae-mir-34-5p"
"Q16IN4","Tissue development"
"Q16KQ8","aae-mir-34-5p"
"Q16KQ8","Tissue development"
"Q16KQ9","aae-mir-34-5p"
"Q16KQ9","Tissue development"
"Q16KR0","aae-mir-34-5p"
"Q16KR0","Tissue development"
"Q16L96","aae-mir-34-5p"
"Q16L96","Tissue development"
"Q16LX7","aae-mir-34-5p"
"Q16LX7","Tissue development"
"Q16M45","aae-mir-34-5p"
"Q16M45","Tissue development"
"Q16PT5","aae-mir-34-5p"
"Q16PT5","Tissue development"
"Q16R65","aae-mir-34-5p"
"Q16R65","Tissue development"
"Q16RM1","aae-mir-34-5p"
"Q16RM1","Tissue development"
"Q16S36","aae-mir-34-5p"
"Q16S36","Tissue development"
"Q16SB0","aae-mir-34-5p"
"Q16SB0","Tissue development"
"Q16TM2","aae-mir-34-5p"
"Q16TM2","Tissue development"
"Q16U10","aae-mir-34-5p"
"Q16U10","Tissue development"
"Q16U87","aae-mir-34-5p"
"Q16U87","Tissue development"
"Q16W03","aae-mir-34-5p"
"Q16W03","Tissue development"
"Q16WM1","aae-mir-34-5p"
"Q16WM1","Tissue development"
"Q16XT3","aae-mir-34-5p"
"Q16XT3","Tissue development"
"Q16YG3","aae-mir-34-5p"
"Q16YG3","Tissue development"
"Q16YG8","aae-mir-34-5p"
"Q16YG8","Tissue development"
"Q16YZ8","aae-mir-34-5p"
"Q16YZ8","Tissue development"
"Q16YZ9","aae-mir-34-5p"
"Q16YZ9","Tissue development"
"Q170K4","aae-mir-34-5p"
"Q170K4","Tissue development"
"Q170K8","aae-mir-34-5p"
"Q170K8","Tissue development"
"Q172A6","aae-mir-34-5p"
"Q172A6","Tissue development"
"Q172L3","aae-mir-34-5p"
"Q172L3","Tissue development"
"Q174W8","aae-mir-34-5p"
"Q174W8","Tissue development"
"Q17BN5","aae-mir-34-5p"
"Q17BN5","Tissue development"
"Q17BY7","aae-mir-34-5p"
"Q17BY7","Tissue development"
"Q17C29","aae-mir-34-5p"
"Q17C29","Tissue development"
"Q17C93","aae-mir-34-5p"
"Q17C93","Tissue development"
"Q17DL2","aae-mir-34-5p"
"Q17DL2","Tissue development"
"Q17E44","aae-mir-34-5p"
"Q17E44","Tissue development"
"Q17EB3","aae-mir-34-5p"
"Q17EB3","Tissue development"
"Q17G69","aae-mir-34-5p"
"Q17G69","Tissue development"
"Q17HP2","aae-mir-34-5p"
"Q17HP2","Tissue development"
"Q17HS6","aae-mir-34-5p"
"Q17HS6","Tissue development"
"Q17I67","aae-mir-34-5p"
"Q17I67","Tissue development"
"Q17IK5","aae-mir-34-5p"
"Q17IK5","Tissue development"
"Q17J33","aae-mir-34-5p"
"Q17J33","Tissue development"
"Q17JY3","aae-mir-34-5p"
"Q17JY3","Tissue development"
"Q17K67","aae-mir-34-5p"
"Q17K67","Tissue development"
"Q17K68","aae-mir-34-5p"
"Q17K68","Tissue development"
"Q17KU1","aae-mir-34-5p"
"Q17KU1","Tissue development"
"Q17L66","aae-mir-34-5p"
"Q17L66","Tissue development"
"Q17L67","aae-mir-34-5p"
"Q17L67","Tissue development"
"Q17MX1","aae-mir-34-5p"
"Q17MX1","Tissue development"
"Q17NJ1","aae-mir-34-5p"
"Q17NJ1","Tissue development"
"Q17NP6","aae-mir-34-5p"
"Q17NP6","Tissue development"
"J9E9F1","aae-mir-34-5p"
"J9E9F1","Cellular anatomical entity"
"J9EAF0","aae-mir-34-5p"
"J9EAF0","Cellular anatomical entity"
"J9EAN8","aae-mir-34-5p"
"J9EAN8","Cellular anatomical entity"
"J9EBD1","aae-mir-34-5p"
"J9EBD1","Cellular anatomical entity"
"J9HFE1","aae-mir-34-5p"
"J9HFE1","Cellular anatomical entity"
"J9HIM6","aae-mir-34-5p"
"J9HIM6","Cellular anatomical entity"
"J9HTV7","aae-mir-34-5p"
"J9HTV7","Cellular anatomical entity"
"J9HYQ9","aae-mir-34-5p"
"J9HYQ9","Cellular anatomical entity"
"Q0C745","aae-mir-34-5p"
"Q0C745","Cellular anatomical entity"
"Q0C7A8","aae-mir-34-5p"
"Q0C7A8","Cellular anatomical entity"
"Q0C7B1","aae-mir-34-5p"
"Q0C7B1","Cellular anatomical entity"
"Q0IE94","aae-mir-34-5p"
"Q0IE94","Cellular anatomical entity"
"Q0IEI4","aae-mir-34-5p"
"Q0IEI4","Cellular anatomical entity"
"Q0IEP7","aae-mir-34-5p"
"Q0IEP7","Cellular anatomical entity"
"Q0IEV0","aae-mir-34-5p"
"Q0IEV0","Cellular anatomical entity"
"Q0IF14","aae-mir-34-5p"
"Q0IF14","Cellular anatomical entity"
"Q0IFA2","aae-mir-34-5p"
"Q0IFA2","Cellular anatomical entity"
"Q0IG29","aae-mir-34-5p"
"Q0IG29","Cellular anatomical entity"
"Q0IGF7","aae-mir-34-5p"
"Q0IGF7","Cellular anatomical entity"
"Q16EE7","aae-mir-34-5p"
"Q16EE7","Cellular anatomical entity"
"Q16EF2","aae-mir-34-5p"
"Q16EF2","Cellular anatomical entity"
"Q16EM3","aae-mir-34-5p"
"Q16EM3","Cellular anatomical entity"
"Q16EP6","aae-mir-34-5p"
"Q16EP6","Cellular anatomical entity"
"Q16F16","aae-mir-34-5p"
"Q16F16","Cellular anatomical entity"
"Q16F21","aae-mir-34-5p"
"Q16F21","Cellular anatomical entity"
"Q16F46","aae-mir-34-5p"
"Q16F46","Cellular anatomical entity"
"Q16FK4","aae-mir-34-5p"
"Q16FK4","Cellular anatomical entity"
"Q16G14","aae-mir-34-5p"
"Q16G14","Cellular anatomical entity"
"Q16G51","aae-mir-34-5p"
"Q16G51","Cellular anatomical entity"
"Q16G89","aae-mir-34-5p"
"Q16G89","Cellular anatomical entity"
"Q16GK5","aae-mir-34-5p"
"Q16GK5","Cellular anatomical entity"
"Q16GL8","aae-mir-34-5p"
"Q16GL8","Cellular anatomical entity"
"Q16GZ8","aae-mir-34-5p"
"Q16GZ8","Cellular anatomical entity"
"Q16H46","aae-mir-34-5p"
"Q16H46","Cellular anatomical entity"
"Q16H74","aae-mir-34-5p"
"Q16H74","Cellular anatomical entity"
"Q16HG5","aae-mir-34-5p"
"Q16HG5","Cellular anatomical entity"
"Q16HK0","aae-mir-34-5p"
"Q16HK0","Cellular anatomical entity"
"Q16HZ9","aae-mir-34-5p"
"Q16HZ9","Cellular anatomical entity"
"Q16I15","aae-mir-34-5p"
"Q16I15","Cellular anatomical entity"
"Q16I75","aae-mir-34-5p"
"Q16I75","Cellular anatomical entity"
"Q16I88","aae-mir-34-5p"
"Q16I88","Cellular anatomical entity"
"Q16IF7","aae-mir-34-5p"
"Q16IF7","Cellular anatomical entity"
"Q16IG3","aae-mir-34-5p"
"Q16IG3","Cellular anatomical entity"
"Q16II4","aae-mir-34-5p"
"Q16II4","Cellular anatomical entity"
"Q16II5","aae-mir-34-5p"
"Q16II5","Cellular anatomical entity"
"Q16IN4","aae-mir-34-5p"
"Q16IN4","Cellular anatomical entity"
"Q16IW8","aae-mir-34-5p"
"Q16IW8","Cellular anatomical entity"
"Q16IY0","aae-mir-34-5p"
"Q16IY0","Cellular anatomical entity"
"Q16J72","aae-mir-34-5p"
"Q16J72","Cellular anatomical entity"
"Q16JC3","aae-mir-34-5p"
"Q16JC3","Cellular anatomical entity"
"Q16JN7","aae-mir-34-5p"
"Q16JN7","Cellular anatomical entity"
"Q16JQ4","aae-mir-34-5p"
"Q16JQ4","Cellular anatomical entity"
"Q16KA6","aae-mir-34-5p"
"Q16KA6","Cellular anatomical entity"
"Q16KH2","aae-mir-34-5p"
"Q16KH2","Cellular anatomical entity"
"Q16KQ8","aae-mir-34-5p"
"Q16KQ8","Cellular anatomical entity"
"Q16KQ9","aae-mir-34-5p"
"Q16KQ9","Cellular anatomical entity"
"Q16KR0","aae-mir-34-5p"
"Q16KR0","Cellular anatomical entity"
"Q16KR1","aae-mir-34-5p"
"Q16KR1","Cellular anatomical entity"
"Q16L96","aae-mir-34-5p"
"Q16L96","Cellular anatomical entity"
"Q16LB3","aae-mir-34-5p"
"Q16LB3","Cellular anatomical entity"
"Q16LG8","aae-mir-34-5p"
"Q16LG8","Cellular anatomical entity"
"Q16LI4","aae-mir-34-5p"
"Q16LI4","Cellular anatomical entity"
"Q16LK0","aae-mir-34-5p"
"Q16LK0","Cellular anatomical entity"
"Q16LK2","aae-mir-34-5p"
"Q16LK2","Cellular anatomical entity"
"Q16LQ3","aae-mir-34-5p"
"Q16LQ3","Cellular anatomical entity"
"Q16LS6","aae-mir-34-5p"
"Q16LS6","Cellular anatomical entity"
"Q16LX7","aae-mir-34-5p"
"Q16LX7","Cellular anatomical entity"
"Q16M45","aae-mir-34-5p"
"Q16M45","Cellular anatomical entity"
"Q16M84","aae-mir-34-5p"
"Q16M84","Cellular anatomical entity"
"Q16MG8","aae-mir-34-5p"
"Q16MG8","Cellular anatomical entity"
"Q16MJ6","aae-mir-34-5p"
"Q16MJ6","Cellular anatomical entity"
"Q16MK4","aae-mir-34-5p"
"Q16MK4","Cellular anatomical entity"
"Q16MK6","aae-mir-34-5p"
"Q16MK6","Cellular anatomical entity"
"Q16ML9","aae-mir-34-5p"
"Q16ML9","Cellular anatomical entity"
"Q16MM0","aae-mir-34-5p"
"Q16MM0","Cellular anatomical entity"
"Q16MM1","aae-mir-34-5p"
"Q16MM1","Cellular anatomical entity"
"Q16MX5","aae-mir-34-5p"
"Q16MX5","Cellular anatomical entity"
"Q16N83","aae-mir-34-5p"
"Q16N83","Cellular anatomical entity"
"Q16N85","aae-mir-34-5p"
"Q16N85","Cellular anatomical entity"
"Q16N99","aae-mir-34-5p"
"Q16N99","Cellular anatomical entity"
"Q16NB0","aae-mir-34-5p"
"Q16NB0","Cellular anatomical entity"
"Q16NC7","aae-mir-34-5p"
"Q16NC7","Cellular anatomical entity"
"Q16ND4","aae-mir-34-5p"
"Q16ND4","Cellular anatomical entity"
"Q16NP6","aae-mir-34-5p"
"Q16NP6","Cellular anatomical entity"
"Q16P14","aae-mir-34-5p"
"Q16P14","Cellular anatomical entity"
"Q16P38","aae-mir-34-5p"
"Q16P38","Cellular anatomical entity"
"Q16PG7","aae-mir-34-5p"
"Q16PG7","Cellular anatomical entity"
"Q16PP6","aae-mir-34-5p"
"Q16PP6","Cellular anatomical entity"
"Q16PT5","aae-mir-34-5p"
"Q16PT5","Cellular anatomical entity"
"Q16QH9","aae-mir-34-5p"
"Q16QH9","Cellular anatomical entity"
"Q16QJ6","aae-mir-34-5p"
"Q16QJ6","Cellular anatomical entity"
"Q16QS7","aae-mir-34-5p"
"Q16QS7","Cellular anatomical entity"
"Q16QU1","aae-mir-34-5p"
"Q16QU1","Cellular anatomical entity"
"Q16R23","aae-mir-34-5p"
"Q16R23","Cellular anatomical entity"
"Q16R65","aae-mir-34-5p"
"Q16R65","Cellular anatomical entity"
"Q16R88","aae-mir-34-5p"
"Q16R88","Cellular anatomical entity"
"Q16RC6","aae-mir-34-5p"
"Q16RC6","Cellular anatomical entity"
"Q16RK1","aae-mir-34-5p"
"Q16RK1","Cellular anatomical entity"
"Q16RM1","aae-mir-34-5p"
"Q16RM1","Cellular anatomical entity"
"Q16RN4","aae-mir-34-5p"
"Q16RN4","Cellular anatomical entity"
"Q16RP7","aae-mir-34-5p"
"Q16RP7","Cellular anatomical entity"
"Q16RU6","aae-mir-34-5p"
"Q16RU6","Cellular anatomical entity"
"Q16RY8","aae-mir-34-5p"
"Q16RY8","Cellular anatomical entity"
"Q16S36","aae-mir-34-5p"
"Q16S36","Cellular anatomical entity"
"Q16S94","aae-mir-34-5p"
"Q16S94","Cellular anatomical entity"
"Q16S95","aae-mir-34-5p"
"Q16S95","Cellular anatomical entity"
"Q16SB0","aae-mir-34-5p"
"Q16SB0","Cellular anatomical entity"
"Q16SB6","aae-mir-34-5p"
"Q16SB6","Cellular anatomical entity"
"Q16SI7","aae-mir-34-5p"
"Q16SI7","Cellular anatomical entity"
"Q16SL7","aae-mir-34-5p"
"Q16SL7","Cellular anatomical entity"
"Q16T51","aae-mir-34-5p"
"Q16T51","Cellular anatomical entity"
"Q16T61","aae-mir-34-5p"
"Q16T61","Cellular anatomical entity"
"Q16TM2","aae-mir-34-5p"
"Q16TM2","Cellular anatomical entity"
"Q16TR7","aae-mir-34-5p"
"Q16TR7","Cellular anatomical entity"
"Q16TT9","aae-mir-34-5p"
