"uniprot_id","enriched_term"
"Q16UU9","System process"
"Q16XA3","System process"
"Q16Y82","System process"
"Q16Z01","System process"
"Q170K4","System process"
"Q170V1","System process"
"Q17B43","System process"
"Q17B44","System process"
"Q17C29","System process"
"Q17CG1","System process"
"Q17D24","System process"
"Q17F07","System process"
"Q17F08","System process"
"Q17G54","System process"
"Q17H75","System process"
"Q17HA9","System process"
"Q17IA0","System process"
"Q17MX1","System process"
"Q17MX6","System process"
"Q17MX7","System process"
"Q17PT9","System process"
"Q17PU2","System process"
"J9EAF0","Cell periphery"
"J9EAN8","Cell periphery"
"Q0C7B1","Cell periphery"
"Q0IEP7","Cell periphery"
"Q0IF14","Cell periphery"
"Q0IFC5","Cell periphery"
"Q16EE7","Cell periphery"
"Q16F21","Cell periphery"
"Q16F46","Cell periphery"
"Q16GK5","Cell periphery"
"Q16GL8","Cell periphery"
"Q16GV0","Cell periphery"
"Q16H88","Cell periphery"
"Q16HK0","Cell periphery"
"Q16IG3","Cell periphery"
"Q16IN4","Cell periphery"
"Q16JC3","Cell periphery"
"Q16JU1","Cell periphery"
"Q16KH2","Cell periphery"
"Q16KP5","Cell periphery"
"Q16KQ8","Cell periphery"
"Q16KQ9","Cell periphery"
"Q16KR0","Cell periphery"
"Q16KR1","Cell periphery"
"Q16L21","Cell periphery"
"Q16LX7","Cell periphery"
"Q16N83","Cell periphery"
"Q16N99","Cell periphery"
"Q16NP6","Cell periphery"
"Q16P14","Cell periphery"
"Q16PP6","Cell periphery"
"Q16QH9","Cell periphery"
"Q16QS7","Cell periphery"
"Q16R23","Cell periphery"
"Q16R88","Cell periphery"
"Q16RK1","Cell periphery"
"Q16RP7","Cell periphery"
"Q16RY8","Cell periphery"
"Q16SB0","Cell periphery"
"Q16TR7","Cell periphery"
"Q16TV9","Cell periphery"
"Q16TX6","Cell periphery"
"Q16UK9","Cell periphery"
"Q16UU9","Cell periphery"
"Q16VP6","Cell periphery"
"Q16VR4","Cell periphery"
"Q16W03","Cell periphery"
"Q16WA7","Cell periphery"
"Q16WF1","Cell periphery"
"Q16XT3","Cell periphery"
"Q16Y37","Cell periphery"
"Q16Z71","Cell periphery"
"Q170K4","Cell periphery"
"Q170K8","Cell periphery"
"Q170K9","Cell periphery"
"Q170V1","Cell periphery"
"Q171J8","Cell periphery"
"Q171K9","Cell periphery"
"Q171N7","Cell periphery"
"Q172J7","Cell periphery"
"Q172L3","Cell periphery"
"Q173B0","Cell periphery"
"Q173C1","Cell periphery"
"Q174W8","Cell periphery"
"Q179N7","Cell periphery"
"Q179Z3","Cell periphery"
"Q17AX2","Cell periphery"
"Q17CP4","Cell periphery"
"Q17CP5","Cell periphery"
"Q17D24","Cell periphery"
"Q17DL2","Cell periphery"
"Q17E44","Cell periphery"
"Q17EZ8","Cell periphery"
"Q17FY6","Cell periphery"
"Q17G69","Cell periphery"
"Q17G70","Cell periphery"
"Q17GK3","Cell periphery"
"Q17GP4","Cell periphery"
"Q17HA9","Cell periphery"
"Q17HS6","Cell periphery"
"Q17IA0","Cell periphery"
"Q17K23","Cell periphery"
"Q17M42","Cell periphery"
"Q17MX1","Cell periphery"
"Q17MX6","Cell periphery"
"Q17MX7","Cell periphery"
"Q17N01","Cell periphery"
"Q17N19","Cell periphery"
"Q17N40","Cell periphery"
"Q17NJ1","Cell periphery"
"Q17NP6","Cell periphery"
"Q17PG3","Cell periphery"
"Q17PT9","Cell periphery"
"Q17PU2","Cell periphery"
"Q0IE98","Eye photoreceptor cell differentiation"
"Q0IE99","Eye photoreceptor cell differentiation"
"Q0IG29","Eye photoreceptor cell differentiation"
"Q16FK4","Eye photoreceptor cell differentiation"
"Q16IN4","Eye photoreceptor cell differentiation"
"Q16L96","Eye photoreceptor cell differentiation"
"Q16LU2","Eye photoreceptor cell differentiation"
"Q16W03","Eye photoreceptor cell differentiation"
"Q16YG3","Eye photoreceptor cell differentiation"
"Q16YG8","Eye photoreceptor cell differentiation"
"Q177R3","Eye photoreceptor cell differentiation"
"Q17C93","Eye photoreceptor cell differentiation"
"Q17F07","Eye photoreceptor cell differentiation"
"Q17F08","Eye photoreceptor cell differentiation"
"Q17GP3","Eye photoreceptor cell differentiation"
"Q17K20","Eye photoreceptor cell differentiation"
"Q17MX6","Eye photoreceptor cell differentiation"
"Q17MX7","Eye photoreceptor cell differentiation"
"Q17NC1","Eye photoreceptor cell differentiation"
"J9HTV7","Post-embryonic animal organ development"
"Q0C7B1","Post-embryonic animal organ development"
"Q0IE98","Post-embryonic animal organ development"
"Q0IE99","Post-embryonic animal organ development"
"Q16KQ8","Post-embryonic animal organ development"
"Q16KQ9","Post-embryonic animal organ development"
"Q16KR0","Post-embryonic animal organ development"
"Q16LU2","Post-embryonic animal organ development"
"Q16R65","Post-embryonic animal organ development"
"Q16SB0","Post-embryonic animal organ development"
"Q16TM2","Post-embryonic animal organ development"
"Q16U87","Post-embryonic animal organ development"
"Q16W03","Post-embryonic animal organ development"
"Q16WV5","Post-embryonic animal organ development"
"Q16Y82","Post-embryonic animal organ development"
"Q170K4","Post-embryonic animal organ development"
"Q170K8","Post-embryonic animal organ development"
"Q171J8","Post-embryonic animal organ development"
"Q174W8","Post-embryonic animal organ development"
"Q17A00","Post-embryonic animal organ development"
"Q17BY7","Post-embryonic animal organ development"
"Q17DL2","Post-embryonic animal organ development"
"Q17E44","Post-embryonic animal organ development"
"Q17EP7","Post-embryonic animal organ development"
"Q17G69","Post-embryonic animal organ development"
"Q17HA9","Post-embryonic animal organ development"
"Q17HS6","Post-embryonic animal organ development"
"Q17IA0","Post-embryonic animal organ development"
"Q17K67","Post-embryonic animal organ development"
"Q17K68","Post-embryonic animal organ development"
"Q17KU1","Post-embryonic animal organ development"
"Q0IFC5","Cell morphogenesis involved in differentiation"
"Q16GK5","Cell morphogenesis involved in differentiation"
"Q16I88","Cell morphogenesis involved in differentiation"
"Q16M53","Cell morphogenesis involved in differentiation"
"Q16M54","Cell morphogenesis involved in differentiation"
"Q16N85","Cell morphogenesis involved in differentiation"
"Q16PP6","Cell morphogenesis involved in differentiation"
"Q16R23","Cell morphogenesis involved in differentiation"
"Q16R65","Cell morphogenesis involved in differentiation"
"Q16RU6","Cell morphogenesis involved in differentiation"
"Q16SB0","Cell morphogenesis involved in differentiation"
"Q16WF1","Cell morphogenesis involved in differentiation"
"Q16WM1","Cell morphogenesis involved in differentiation"
"Q16XT3","Cell morphogenesis involved in differentiation"
"Q16Y82","Cell morphogenesis involved in differentiation"
"Q16YZ8","Cell morphogenesis involved in differentiation"
"Q16YZ9","Cell morphogenesis involved in differentiation"
"Q170K8","Cell morphogenesis involved in differentiation"
"Q174W8","Cell morphogenesis involved in differentiation"
"Q17BY7","Cell morphogenesis involved in differentiation"
"Q17C39","Cell morphogenesis involved in differentiation"
"Q17HG6","Cell morphogenesis involved in differentiation"
"Q17HS6","Cell morphogenesis involved in differentiation"
"Q17I67","Cell morphogenesis involved in differentiation"
"Q17MT6","Cell morphogenesis involved in differentiation"
"Q17MX1","Cell morphogenesis involved in differentiation"
"Q17MX6","Cell morphogenesis involved in differentiation"
"Q17MX7","Cell morphogenesis involved in differentiation"
"Q17N01","Cell morphogenesis involved in differentiation"
"Q17NP6","Cell morphogenesis involved in differentiation"
"Q17PG3","Cell morphogenesis involved in differentiation"
"Q17PT9","Cell morphogenesis involved in differentiation"
"Q0IE98","Head development"
"Q0IE99","Head development"
"Q0IFC5","Head development"
"Q16FK4","Head development"
"Q16I15","Head development"
"Q16LU2","Head development"
"Q16UC4","Head development"
"Q16Y82","Head development"
"Q17C29","Head development"
"Q17DM5","Head development"
"Q17EB3","Head development"
"Q17F07","Head development"
"Q17F08","Head development"
"Q17F71","Head development"
"Q17K67","Head development"
"Q17K68","Head development"
"Q17MX1","Head development"
"J9EAN8","Central nervous system development"
"Q0IE98","Central nervous system development"
"Q0IE99","Central nervous system development"
"Q0IFC5","Central nervous system development"
"Q16FK4","Central nervous system development"
"Q16I15","Central nervous system development"
"Q16LU2","Central nervous system development"
"Q16TR7","Central nervous system development"
"Q16UC4","Central nervous system development"
"Q16WF1","Central nervous system development"
"Q16Y82","Central nervous system development"
"Q16YG3","Central nervous system development"
"Q16YG8","Central nervous system development"
"Q170K4","Central nervous system development"
"Q17C29","Central nervous system development"
"Q17DM5","Central nervous system development"
"Q17EB3","Central nervous system development"
"Q17F07","Central nervous system development"
"Q17F08","Central nervous system development"
"Q17F71","Central nervous system development"
"Q17K67","Central nervous system development"
"Q17K68","Central nervous system development"
"Q17MT6","Central nervous system development"
"Q17MX1","Central nervous system development"
"J9EBD1","Intracellular signal transduction"
"Q0C7B1","Intracellular signal transduction"
"Q0IE98","Intracellular signal transduction"
"Q0IE99","Intracellular signal transduction"
"Q16EE7","Intracellular signal transduction"
"Q16JQ4","Intracellular signal transduction"
"Q16KA6","Intracellular signal transduction"
"Q16KH2","Intracellular signal transduction"
"Q16L96","Intracellular signal transduction"
"Q16LU2","Intracellular signal transduction"
"Q16N99","Intracellular signal transduction"
"Q16PA7","Intracellular signal transduction"
"Q16RU6","Intracellular signal transduction"
"Q16SB0","Intracellular signal transduction"
"Q16VA1","Intracellular signal transduction"
"Q16W03","Intracellular signal transduction"
"Q16WV5","Intracellular signal transduction"
"Q16Y82","Intracellular signal transduction"
"Q16YG3","Intracellular signal transduction"
"Q16YG5","Intracellular signal transduction"
"Q16YG8","Intracellular signal transduction"
"Q16YK1","Intracellular signal transduction"
"Q16Z01","Intracellular signal transduction"
"Q172J7","Intracellular signal transduction"
"Q174S1","Intracellular signal transduction"
"Q179A9","Intracellular signal transduction"
"Q17C39","Intracellular signal transduction"
"Q17E44","Intracellular signal transduction"
"Q17GI1","Intracellular signal transduction"
"Q17HS6","Intracellular signal transduction"
"Q17P09","Intracellular signal transduction"
"Q16M53","Regulation of developmental growth"
"Q16M54","Regulation of developmental growth"
"Q16PP6","Regulation of developmental growth"
"Q16RU6","Regulation of developmental growth"
"Q16SB0","Regulation of developmental growth"
"Q16VM1","Regulation of developmental growth"
"Q16WV5","Regulation of developmental growth"
"Q16XT3","Regulation of developmental growth"
"Q16XT5","Regulation of developmental growth"
"Q16Z01","Regulation of developmental growth"
"Q171J8","Regulation of developmental growth"
"Q175B9","Regulation of developmental growth"
"Q178K1","Regulation of developmental growth"
"Q17EP7","Regulation of developmental growth"
"Q17GF2","Regulation of developmental growth"
"Q17HS6","Regulation of developmental growth"
"Q17L66","Regulation of developmental growth"
"Q17L67","Regulation of developmental growth"
"Q17M42","Regulation of developmental growth"
"Q17MX6","Regulation of developmental growth"
"Q17MX7","Regulation of developmental growth"
"Q16IW8","Presynapse"
"Q16LS6","Presynapse"
"Q16M53","Presynapse"
"Q16M54","Presynapse"
"Q16N83","Presynapse"
"Q16PP6","Presynapse"
"Q16TV9","Presynapse"
"Q16XQ1","Presynapse"
"Q16XT3","Presynapse"
"Q16Z01","Presynapse"
"Q170V1","Presynapse"
"Q179N7","Presynapse"
"Q179X5","Presynapse"
"Q17CG1","Presynapse"
"Q17E44","Presynapse"
"Q17L66","Presynapse"
"Q17L67","Presynapse"
"Q17M42","Presynapse"
"J9EAN8","Heart development"
"Q16HK0","Heart development"
"Q16R65","Heart development"
"Q16UC4","Heart development"
"Q16WM1","Heart development"
"Q16XT3","Heart development"
"Q170K4","Heart development"
"Q171J8","Heart development"
"Q174W8","Heart development"
"Q17BN5","Heart development"
"Q17BY7","Heart development"
"Q17K58","Heart development"
"Q17KU1","Heart development"
"Q17PU2","Heart development"
"J9EBD1","Cell communication"
"Q0C7B1","Cell communication"
"Q0IE98","Cell communication"
"Q0IE99","Cell communication"
"Q0IEP7","Cell communication"
"Q16EE7","Cell communication"
"Q16FV7","Cell communication"
"Q16GL8","Cell communication"
"Q16HK0","Cell communication"
"Q16IW8","Cell communication"
"Q16JQ4","Cell communication"
"Q16KA6","Cell communication"
"Q16KH2","Cell communication"
"Q16KP5","Cell communication"
"Q16L21","Cell communication"
"Q16L96","Cell communication"
"Q16LI4","Cell communication"
"Q16LK0","Cell communication"
"Q16LS6","Cell communication"
"Q16LU2","Cell communication"
"Q16M53","Cell communication"
"Q16M54","Cell communication"
"Q16N99","Cell communication"
"Q16PA7","Cell communication"
"Q16PP6","Cell communication"
"Q16RU6","Cell communication"
"Q16SB0","Cell communication"
"Q16SL7","Cell communication"
"Q16TD8","Cell communication"
"Q16TV9","Cell communication"
"Q16UU9","Cell communication"
"Q16VA1","Cell communication"
"Q16W03","Cell communication"
"Q16WA7","Cell communication"
"Q16WM1","Cell communication"
"Q16WU6","Cell communication"
"Q16WV5","Cell communication"
"Q16Y82","Cell communication"
"Q16YG3","Cell communication"
"Q16YG5","Cell communication"
"Q16YG8","Cell communication"
"Q16YK1","Cell communication"
"Q16Z01","Cell communication"
"Q16Z71","Cell communication"
"Q171J8","Cell communication"
"Q171K9","Cell communication"
"Q172J7","Cell communication"
"Q174S1","Cell communication"
"Q174W8","Cell communication"
"Q178K1","Cell communication"
"Q179A9","Cell communication"
"Q179Z3","Cell communication"
"Q17C39","Cell communication"
"Q17C93","Cell communication"
"Q17CG1","Cell communication"
"Q17D24","Cell communication"
"Q17E44","Cell communication"
"Q17FU6","Cell communication"
"Q17FU7","Cell communication"
"Q17GI1","Cell communication"
"Q17HS6","Cell communication"
"Q17J05","Cell communication"
"Q17J06","Cell communication"
"Q17K95","Cell communication"
"Q17N19","Cell communication"
"Q17NG8","Cell communication"
"Q17NJ1","Cell communication"
"Q17P09","Cell communication"
"Q17PG3","Cell communication"
"Q1HR69","Cell communication"
"Q1HRW3","Cell communication"
"J9HTV7","Epithelium development"
"Q0C7B1","Epithelium development"
"Q0IE98","Epithelium development"
"Q0IE99","Epithelium development"
"Q16HK0","Epithelium development"
"Q16I15","Epithelium development"
"Q16KQ8","Epithelium development"
"Q16KQ9","Epithelium development"
"Q16KR0","Epithelium development"
"Q16L96","Epithelium development"
"Q16LU2","Epithelium development"
"Q16R65","Epithelium development"
"Q16RM1","Epithelium development"
"Q16S36","Epithelium development"
"Q16SB0","Epithelium development"
"Q16TM2","Epithelium development"
"Q16U10","Epithelium development"
"Q16U87","Epithelium development"
"Q16W03","Epithelium development"
"Q16WM1","Epithelium development"
"Q16WV5","Epithelium development"
"Q16Y82","Epithelium development"
"Q16YG3","Epithelium development"
"Q16YG8","Epithelium development"
"Q16YZ8","Epithelium development"
"Q16YZ9","Epithelium development"
"Q170K4","Epithelium development"
"Q170K8","Epithelium development"
"Q174W8","Epithelium development"
"Q17BN5","Epithelium development"
"Q17BY7","Epithelium development"
"Q17C93","Epithelium development"
"Q17DL2","Epithelium development"
"Q17E44","Epithelium development"
"Q17EB3","Epithelium development"
"Q17EP7","Epithelium development"
"Q17G69","Epithelium development"
"Q17HS6","Epithelium development"
"Q17IA0","Epithelium development"
"Q17IK5","Epithelium development"
"Q17J33","Epithelium development"
"Q17JY3","Epithelium development"
"Q17K67","Epithelium development"
"Q17K68","Epithelium development"
"Q17L66","Epithelium development"
"Q17L67","Epithelium development"
"Q17MX1","Epithelium development"
"Q17NJ1","Epithelium development"
"Q17NP6","Epithelium development"
"Q0IFC5","Axonogenesis"
"Q16I88","Axonogenesis"
"Q16PP6","Axonogenesis"
"Q16R23","Axonogenesis"
"Q16R65","Axonogenesis"
"Q16RU6","Axonogenesis"
"Q16SB0","Axonogenesis"
"Q16WF1","Axonogenesis"
"Q16WM1","Axonogenesis"
"Q16XT3","Axonogenesis"
"Q16Y82","Axonogenesis"
"Q16YZ8","Axonogenesis"
"Q16YZ9","Axonogenesis"
"Q170K8","Axonogenesis"
"Q174W8","Axonogenesis"
"Q17BY7","Axonogenesis"
"Q17C39","Axonogenesis"
"Q17HG6","Axonogenesis"
"Q17HS6","Axonogenesis"
"Q17I67","Axonogenesis"
"Q17MX6","Axonogenesis"
"Q17MX7","Axonogenesis"
"Q17N01","Axonogenesis"
"Q17NP6","Axonogenesis"
"Q17PG3","Axonogenesis"
"Q17PT9","Axonogenesis"
"Q0IE98","Brain development"
"Q0IE99","Brain development"
"Q0IFC5","Brain development"
"Q16FK4","Brain development"
"Q16I15","Brain development"
"Q16LU2","Brain development"
"Q16Y82","Brain development"
"Q17C29","Brain development"
"Q17DM5","Brain development"
"Q17EB3","Brain development"
"Q17F07","Brain development"
"Q17F08","Brain development"
"Q17F71","Brain development"
"Q17K67","Brain development"
"Q17K68","Brain development"
"Q17MX1","Brain development"
"Q0C7B1","Negative regulation of epidermal growth factor receptor signaling pathway"
"Q16M53","Negative regulation of epidermal growth factor receptor signaling pathway"
"Q16M54","Negative regulation of epidermal growth factor receptor signaling pathway"
"Q16U30","Negative regulation of epidermal growth factor receptor signaling pathway"
"Q16YZ8","Negative regulation of epidermal growth factor receptor signaling pathway"
"Q16YZ9","Negative regulation of epidermal growth factor receptor signaling pathway"
"Q17DL2","Negative regulation of epidermal growth factor receptor signaling pathway"
"Q17G69","Negative regulation of epidermal growth factor receptor signaling pathway"
"Q16M53","Regulation of growth"
"Q16M54","Regulation of growth"
"Q16PG7","Regulation of growth"
"Q16PP6","Regulation of growth"
"Q16RU6","Regulation of growth"
"Q16SB0","Regulation of growth"
"Q16VM1","Regulation of growth"
"Q16WV5","Regulation of growth"
"Q16XT3","Regulation of growth"
"Q16XT5","Regulation of growth"
"Q16Z01","Regulation of growth"
"Q171J8","Regulation of growth"
"Q175B9","Regulation of growth"
"Q178K1","Regulation of growth"
"Q17EP7","Regulation of growth"
"Q17GF2","Regulation of growth"
"Q17HS6","Regulation of growth"
"Q17L66","Regulation of growth"
"Q17L67","Regulation of growth"
"Q17M42","Regulation of growth"
"Q17MX6","Regulation of growth"
"Q17MX7","Regulation of growth"
"Q17NP6","Regulation of growth"
"Q17PN7","Regulation of growth"
"Q1HRW3","Regulation of growth"
"Q0IG29","Negative regulation of gene expression"
"Q16HG5","Negative regulation of gene expression"
"Q16IY0","Negative regulation of gene expression"
"Q16M53","Negative regulation of gene expression"
"Q16M54","Negative regulation of gene expression"
"Q16N83","Negative regulation of gene expression"
"Q16RM1","Negative regulation of gene expression"
"Q16U41","Negative regulation of gene expression"
"Q16VZ3","Negative regulation of gene expression"
"Q170V1","Negative regulation of gene expression"
"Q174C4","Negative regulation of gene expression"
"Q174S1","Negative regulation of gene expression"
"Q176R2","Negative regulation of gene expression"
"Q177R3","Negative regulation of gene expression"
"Q17C29","Negative regulation of gene expression"
"Q17E15","Negative regulation of gene expression"
"Q17E80","Negative regulation of gene expression"
"Q17IM8","Negative regulation of gene expression"
"Q17K67","Negative regulation of gene expression"
"Q17K68","Negative regulation of gene expression"
"Q17L66","Negative regulation of gene expression"
"Q17L67","Negative regulation of gene expression"
"Q17NC1","Negative regulation of gene expression"
"Q17NT7","Negative regulation of gene expression"
"Q1HR69","Negative regulation of gene expression"
"J9HTV7","Metamorphosis"
"Q0C7B1","Metamorphosis"
"Q0IE98","Metamorphosis"
"Q0IE99","Metamorphosis"
"Q16KQ8","Metamorphosis"
"Q16KQ9","Metamorphosis"
"Q16KR0","Metamorphosis"
"Q16LU2","Metamorphosis"
"Q16R65","Metamorphosis"
"Q16RM1","Metamorphosis"
"Q16SB0","Metamorphosis"
"Q16TM2","Metamorphosis"
"Q16U87","Metamorphosis"
"Q16W03","Metamorphosis"
"Q16WV5","Metamorphosis"
"Q16Y82","Metamorphosis"
"Q170K4","Metamorphosis"
"Q170K8","Metamorphosis"
"Q174W8","Metamorphosis"
"Q177S2","Metamorphosis"
"Q17BY7","Metamorphosis"
"Q17DL2","Metamorphosis"
"Q17E44","Metamorphosis"
"Q17EP7","Metamorphosis"
"Q17G69","Metamorphosis"
"Q17HS6","Metamorphosis"
"Q17IA0","Metamorphosis"
"Q17IC7","Metamorphosis"
"Q17K67","Metamorphosis"
"Q17K68","Metamorphosis"
"Q17MT6","Metamorphosis"
"Q17NE5","Metamorphosis"
"Q0C7B1","Regulation of signaling"
"Q0IE98","Regulation of signaling"
"Q0IE99","Regulation of signaling"
"Q16F46","Regulation of signaling"
"Q16G89","Regulation of signaling"
"Q16HK0","Regulation of signaling"
"Q16L21","Regulation of signaling"
"Q16LB3","Regulation of signaling"
"Q16LU2","Regulation of signaling"
"Q16M53","Regulation of signaling"
"Q16M54","Regulation of signaling"
"Q16MG8","Regulation of signaling"
"Q16PG7","Regulation of signaling"
"Q16PP6","Regulation of signaling"
"Q16PT5","Regulation of signaling"
"Q16SB0","Regulation of signaling"
"Q16U10","Regulation of signaling"
"Q16U30","Regulation of signaling"
"Q16VM1","Regulation of signaling"
"Q16W03","Regulation of signaling"
"Q16YG5","Regulation of signaling"
"Q16YZ8","Regulation of signaling"
"Q16YZ9","Regulation of signaling"
"Q16Z01","Regulation of signaling"
"Q170K8","Regulation of signaling"
"Q171J8","Regulation of signaling"
"Q174K3","Regulation of signaling"
"Q175B9","Regulation of signaling"
"Q177S2","Regulation of signaling"
"Q178K1","Regulation of signaling"
"Q179X5","Regulation of signaling"
"Q17B43","Regulation of signaling"
"Q17B44","Regulation of signaling"
"Q17C93","Regulation of signaling"
"Q17D24","Regulation of signaling"
"Q17DL2","Regulation of signaling"
"Q17E44","Regulation of signaling"
"Q17EP1","Regulation of signaling"
"Q17EP7","Regulation of signaling"
"Q17G69","Regulation of signaling"
"Q17GP3","Regulation of signaling"
"Q17HS6","Regulation of signaling"
"Q17IA0","Regulation of signaling"
"Q17K20","Regulation of signaling"
"Q17K58","Regulation of signaling"
"Q17MX6","Regulation of signaling"
"Q17MX7","Regulation of signaling"
"Q17N19","Regulation of signaling"
"Q17NT7","Regulation of signaling"
"Q17P09","Regulation of signaling"
"Q17PT9","Regulation of signaling"
"Q17PU2","Regulation of signaling"
"Q1HRW3","Regulation of signaling"
"Q16FK4","Neuromuscular junction development"
"Q16IW8","Neuromuscular junction development"
"Q16LS6","Neuromuscular junction development"
"Q16ND4","Neuromuscular junction development"
"Q16PP6","Neuromuscular junction development"
"Q174K3","Neuromuscular junction development"
"Q17AG5","Neuromuscular junction development"
"Q17CG1","Neuromuscular junction development"
"Q17E44","Neuromuscular junction development"
"Q17F07","Neuromuscular junction development"
"Q17F08","Neuromuscular junction development"
"Q17GF2","Neuromuscular junction development"
"Q16IW8","Terminal bouton"
"Q16LS6","Terminal bouton"
"Q16M53","Terminal bouton"
"Q16M54","Terminal bouton"
"Q16PP6","Terminal bouton"
"Q16XQ1","Terminal bouton"
"Q179X5","Terminal bouton"
"Q17CG1","Terminal bouton"
"Q17E44","Terminal bouton"
"Q17L66","Terminal bouton"
"Q17L67","Terminal bouton"
"Q17M42","Terminal bouton"
"Q0IFC5","Cell morphogenesis"
"Q16GK5","Cell morphogenesis"
"Q16I88","Cell morphogenesis"
"Q16M53","Cell morphogenesis"
"Q16M54","Cell morphogenesis"
"Q16N85","Cell morphogenesis"
"Q16PP6","Cell morphogenesis"
"Q16R23","Cell morphogenesis"
"Q16R65","Cell morphogenesis"
"Q16RU6","Cell morphogenesis"
"Q16SB0","Cell morphogenesis"
"Q16SL7","Cell morphogenesis"
"Q16WF1","Cell morphogenesis"
"Q16WM1","Cell morphogenesis"
"Q16XT3","Cell morphogenesis"
"Q16Y82","Cell morphogenesis"
"Q16YZ8","Cell morphogenesis"
"Q16YZ9","Cell morphogenesis"
"Q170K8","Cell morphogenesis"
"Q174W8","Cell morphogenesis"
"Q17BY7","Cell morphogenesis"
"Q17C39","Cell morphogenesis"
"Q17HG6","Cell morphogenesis"
"Q17HS6","Cell morphogenesis"
"Q17I67","Cell morphogenesis"
"Q17M42","Cell morphogenesis"
"Q17MT6","Cell morphogenesis"
"Q17MX1","Cell morphogenesis"
"Q17MX6","Cell morphogenesis"
"Q17MX7","Cell morphogenesis"
"Q17N01","Cell morphogenesis"
"Q17NP6","Cell morphogenesis"
"Q17PG3","Cell morphogenesis"
"Q17PT9","Cell morphogenesis"
"J9HTV7","Epithelial tube morphogenesis"
"Q0C7B1","Epithelial tube morphogenesis"
"Q0IE98","Epithelial tube morphogenesis"
"Q0IE99","Epithelial tube morphogenesis"
"Q16KQ8","Epithelial tube morphogenesis"
"Q16KQ9","Epithelial tube morphogenesis"
"Q16KR0","Epithelial tube morphogenesis"
"Q16L96","Epithelial tube morphogenesis"
"Q16LU2","Epithelial tube morphogenesis"
"Q16R65","Epithelial tube morphogenesis"
"Q16RM1","Epithelial tube morphogenesis"
"Q16SB0","Epithelial tube morphogenesis"
"Q16TM2","Epithelial tube morphogenesis"
"Q16U10","Epithelial tube morphogenesis"
"Q16U87","Epithelial tube morphogenesis"
"Q16W03","Epithelial tube morphogenesis"
"Q16WV5","Epithelial tube morphogenesis"
"Q16Y82","Epithelial tube morphogenesis"
"Q170K4","Epithelial tube morphogenesis"
"Q170K8","Epithelial tube morphogenesis"
"Q174W8","Epithelial tube morphogenesis"
"Q17BY7","Epithelial tube morphogenesis"
"Q17DL2","Epithelial tube morphogenesis"
"Q17E44","Epithelial tube morphogenesis"
"Q17EP7","Epithelial tube morphogenesis"
"Q17G69","Epithelial tube morphogenesis"
"Q17HS6","Epithelial tube morphogenesis"
"Q17IA0","Epithelial tube morphogenesis"
"Q17K67","Epithelial tube morphogenesis"
"Q17K68","Epithelial tube morphogenesis"
"J9HTV7","Imaginal disc morphogenesis"
"Q0C7B1","Imaginal disc morphogenesis"
"Q0IE98","Imaginal disc morphogenesis"
"Q0IE99","Imaginal disc morphogenesis"
"Q16KQ8","Imaginal disc morphogenesis"
"Q16KQ9","Imaginal disc morphogenesis"
"Q16KR0","Imaginal disc morphogenesis"
"Q16LU2","Imaginal disc morphogenesis"
"Q16R65","Imaginal disc morphogenesis"
"Q16SB0","Imaginal disc morphogenesis"
"Q16TM2","Imaginal disc morphogenesis"
"Q16U87","Imaginal disc morphogenesis"
"Q16W03","Imaginal disc morphogenesis"
"Q16WV5","Imaginal disc morphogenesis"
"Q16Y82","Imaginal disc morphogenesis"
"Q170K4","Imaginal disc morphogenesis"
"Q170K8","Imaginal disc morphogenesis"
"Q174W8","Imaginal disc morphogenesis"
"Q17BY7","Imaginal disc morphogenesis"
"Q17DL2","Imaginal disc morphogenesis"
"Q17E44","Imaginal disc morphogenesis"
"Q17EP7","Imaginal disc morphogenesis"
"Q17G69","Imaginal disc morphogenesis"
"Q17HS6","Imaginal disc morphogenesis"
"Q17IA0","Imaginal disc morphogenesis"
"Q17K67","Imaginal disc morphogenesis"
"Q17K68","Imaginal disc morphogenesis"
"Q0C7B1","Regulation of neuron differentiation"
"Q16RM1","Regulation of neuron differentiation"
"Q16W03","Regulation of neuron differentiation"
"Q16XQ1","Regulation of neuron differentiation"
"Q16Y82","Regulation of neuron differentiation"
"Q16YG3","Regulation of neuron differentiation"
"Q16YG8","Regulation of neuron differentiation"
"Q177S2","Regulation of neuron differentiation"
"Q17C93","Regulation of neuron differentiation"
"Q17DL2","Regulation of neuron differentiation"
"Q17G69","Regulation of neuron differentiation"
"Q17IC7","Regulation of neuron differentiation"
"Q0C7B1","Post-embryonic appendage morphogenesis"
"Q0IE98","Post-embryonic appendage morphogenesis"
"Q0IE99","Post-embryonic appendage morphogenesis"
"Q16KQ8","Post-embryonic appendage morphogenesis"
"Q16KQ9","Post-embryonic appendage morphogenesis"
"Q16KR0","Post-embryonic appendage morphogenesis"
"Q16LU2","Post-embryonic appendage morphogenesis"
"Q16R65","Post-embryonic appendage morphogenesis"
"Q16SB0","Post-embryonic appendage morphogenesis"
"Q16TM2","Post-embryonic appendage morphogenesis"
"Q16U87","Post-embryonic appendage morphogenesis"
"Q16W03","Post-embryonic appendage morphogenesis"
"Q16WV5","Post-embryonic appendage morphogenesis"
"Q170K4","Post-embryonic appendage morphogenesis"
"Q174W8","Post-embryonic appendage morphogenesis"
"Q17BY7","Post-embryonic appendage morphogenesis"
